gene_id	transcript_id.s.	length	effective_length	expected_count	TPM	FPKM
DQ570892	uc021yyo.1	39	0	0	0	0
DQ570895	uc002ndc.3	36	0	0	0	0
DQ570906	uc010utq.2	29	0	0	0	0
DQ570912	uc002ajc.3	68	0	0	0	0
DQ570920	uc002kpu.2	46	0	0	0	0
DQ570938	uc004add.2,uc004aea.1,uc011lqz.2	34.33	0	0	0	0
DQ570973	uc002jrb.1	30	0	0	0	0
DQ571055	uc021trn.1	328	138.06	0	0	0
DQ571064	uc001tha.3	32	0	0	0	0
DQ571071	uc002nwt.2	67	0	0	0	0
DQ571088	uc011and.2	68	0	0	0	0
DQ571121	uc002bhy.1,uc002bpj.1,uc021sxm.1	40.33	0	0	0	0
DQ571124	uc002bsj.1	32	0	0	0	0
DQ571132	uc022bev.1	40	0	0	0	0
DQ571149	uc002nwa.2	110	1.56	0	0	0
DQ571165	uc002btc.2	48	0	0	0	0
DQ571187	uc002gzi.1	27	0	0	0	0
DQ571241	uc001mzd.3	54	0	0	0	0
DQ571252	uc002ahj.3	67	0	0	0	0
DQ571263	uc021qih.1	51	0	0	0	0
DQ571282	uc021yyn.1	32	0	0	0	0
DQ571326	uc021szg.1	37	0	0	0	0
DQ571347	uc021svg.1	30	0	0	0	0
DQ571357	uc010lcl.3	4269	4074.78	13.89	0.1	0.07
DQ571361	uc021wmz.1	29	0	0	0	0
DQ571370	uc002ako.2	65	0	0	0	0
DQ571386	uc004fxa.1,uc022cos.1	26	0	0	0	0
DQ571391	uc002gxm.1,uc002hla.1,uc002hlo.1,uc010wor.1,uc010wpa.1,uc021tvi.1,uc021tvm.1,uc021twb.1	31	0	0	0	0
DQ571395	uc002aht.3	33	0	0	0	0
DQ571410	uc021yxr.1	29	0	0	0	0
DQ571433	uc011dsa.1	41	0	0	0	0
DQ571461	uc002zun.3,uc002zzt.2,uc003jxg.1,uc003jxh.1,uc011ahv.2,uc011coi.1,uc021xxf.1,uc021xzv.1,uc021yae.1,uc021yaf.1	43.1	0	0	0	0
DQ571464	uc004bui.3	42	0	0	0	0
DQ571479	uc002str.1,uc002zlo.1,uc010tyw.1,uc010tzi.1,uc010ytv.1,uc010ytz.1,uc021tha.1,uc021thi.1,uc021vkk.1,uc021vmc.1,uc021vmf.1	28	0	0	0	0
DQ571485	uc003ogx.1	106	1.16	0	0	0
DQ571491	uc031pnw.1	28	0	0	0	0
DQ571494	uc003niq.1,uc003nir.1,uc011dkr.1	39	0	0	0	0
DQ571524	uc011cdr.2,uc021vnd.1,uc022bft.1	31	0	0	0	0
DQ571566	uc002bpi.1,uc010uhm.1	29.5	0	0	0	0
DQ571638	uc002ccu.3	39	0	0	0	0
DQ571691	uc002aiz.1	31	0	0	0	0
DQ571738	uc021yye.1	27	0	0	0	0
DQ571750	uc002kpk.3	30	0	0	0	0
DQ571776	uc002gxi.3,uc002hkz.2,uc002hln.2,uc002hmf.3,uc002hmn.3,uc010woq.2,uc021twa.1	43	0	0	0	0
DQ571799	uc031quf.1	33	0	0	0	0
DQ571863	uc021yxq.1	32	0	0	0	0
DQ571864	uc003ari.3	145	8.81	0	0	0
DQ571874	uc011bxv.1,uc011krj.1	31	0	0	0	0
DQ571892	uc021qhp.1	29	0	0	0	0
DQ571896	uc010usm.2	95	0	0	0	0
DQ571907	uc010jxd.3	45	0	0	0	0
DQ571917	uc003fkz.3	2434	2239.78	0	0	0
DQ571973	uc002brg.2	43	0	0	0	0
DQ571986	uc001gmt.3	62	0	0	0	0
DQ571988	uc021upy.1	47	0	0	0	0
DQ572047	uc021tsm.1	64	0	0	0	0
DQ572059	uc021rxy.1	31	0	0	0	0
DQ572100	uc003yrn.1	69	0	0	0	0
DQ572107	uc002jdy.1	2694	2499.78	6.84	0.08	0.05
DQ572208	uc021svz.1	28	0	0	0	0
DQ572285	uc021rgv.1	27	0	0	0	0
DQ572301	uc003eky.1	33	0	0	0	0
DQ572309	uc002gtp.3	103	0	0	0	0
DQ572382	uc022bdw.1	27	0	0	0	0
DQ572388	uc031soc.1	48	0	0	0	0
DQ572409	uc021xli.1	30	0	0	0	0
DQ572425	uc021qhy.1	54	0	0	0	0
DQ572519	uc002aaa.1	34	0	0	0	0
DQ572560	uc003ogb.3	50	0	0	0	0
DQ572567	uc021rcn.1	41	0	0	0	0
DQ572592	uc010uqx.1	30	0	0	0	0
DQ572638	uc021yxv.1	32	0	0	0	0
DQ572701	uc002nwo.1	31	0	0	0	0
DQ572786	uc001nai.3	60	0	0	0	0
DQ572791	uc002ajt.3,uc002akr.3	41	0	0	0	0
DQ572814	uc021ugz.1	41	0	0	0	0
DQ572823	uc002bcw.1,uc010ulg.2,uc021sze.1	28.33	0	0	0	0
DQ572830	uc001nbe.3	31	0	0	0	0
DQ572877	uc003arp.3	36	0	0	0	0
DQ572884	uc021woz.1	31	0	0	0	0
DQ572923	uc002aam.3	1054	859.78	0	0	0
DQ572925	uc031qtz.1	35	0	0	0	0
DQ572928	uc010urn.2	34	0	0	0	0
DQ572955	uc021xjy.1	26	0	0	0	0
DQ572964	uc003ojj.3	2090	1895.78	0	0	0
DQ572979	uc001ytq.2,uc001yvx.2,uc001zdo.3,uc001zfb.3,uc001zgv.2,uc010ube.1,uc021sfo.1,uc021sgw.1	29.5	0	0	0	0
DQ573006	uc003ohr.2	51	0	0	0	0
DQ573015	uc001awz.3	2772	2577.78	6	0.07	0.05
DQ573033	uc002ahn.1	39	0	0	0	0
DQ573052	uc011drq.1	30	0	0	0	0
DQ573086	uc031tcf.1	30	0	0	0	0
DQ573101	uc021ytu.1	1205	1010.78	0	0	0
DQ573130	uc002gbd.3,uc002gto.3	46	0	0	0	0
DQ573170	uc001hna.1	45	0	0	0	0
DQ573186	uc002dnu.2	50	0	0	0	0
DQ573195	uc004alx.1	39	0	0	0	0
DQ573199	uc001jyl.2	43	0	0	0	0
DQ573253	uc011lqv.1	34	0	0	0	0
DQ573285	uc021tfm.1	29	0	0	0	0
DQ573334	uc010ufo.2	41	0	0	0	0
DQ573348	uc003ohw.3	67	0	0	0	0
DQ573409	uc002tgn.3	34	0	0	0	0
DQ573430	uc003ohv.3	52	0	0	0	0
DQ573486	uc010uft.1	40	0	0	0	0
DQ573539	uc004abd.1	1713	1518.78	3	0.06	0.04
DQ573543	uc002ajx.3	69	0	0	0	0
DQ573567	uc002ajb.3	60	0	0	0	0
DQ573573	uc002kpx.1	31	0	0	0	0
DQ573609	uc021ura.1	32	0	0	0	0
DQ573660	uc001naq.3	36	0	0	0	0
DQ573663	uc002wrn.1,uc021qyq.1	28.5	0	0	0	0
DQ573667	uc003gmm.3	30	0	0	0	0
DQ573668	uc004bkp.4	2192	1997.78	6	0.09	0.06
DQ573683	uc001jyq.3	33	0	0	0	0
DQ573684	uc001vvx.2,uc002tqc.3,uc002zkw.3,uc002zla.2,uc002zlc.2,uc010tkr.2,uc010tks.2,uc010tzl.2,uc010tzo.2,uc010yzr.2,uc010yzu.2,uc010zah.2,uc021rnm.1,uc021sfb.1,uc021uhu.1,uc021vnq.1,uc021vnr.1,uc021vnt.1,uc021vnw.1,uc021vnz.1,uc021wke.1,uc021wki.1,uc022bkb.1	31.57	0	0	0	0
DQ573704	uc021yxg.1	45	0	0	0	0
DQ573709	uc010uhf.1	33	0	0	0	0
DQ573710	uc002ahx.1	32	0	0	0	0
DQ573743	uc021qtk.1	65	0	0	0	0
DQ573744	uc010rfw.1	41	0	0	0	0
DQ573749	uc021qif.1	55	0	0	0	0
DQ573752	uc021qhq.1	36	0	0	0	0
DQ573754	uc002tgf.2	55	0	0	0	0
DQ573760	uc021snq.1	42	0	0	0	0
DQ573766	uc022amm.1	39	0	0	0	0
DQ573774	uc003yqk.3	41	0	0	0	0
DQ573799	uc010uth.2	38	0	0	0	0
DQ573812	uc021slw.1	37	0	0	0	0
DQ573820	uc002bzu.2	35	0	0	0	0
DQ573850	uc002nnx.1	30	0	0	0	0
DQ573852	uc022acm.1	48	0	0	0	0
DQ573857	uc021swp.1	54	0	0	0	0
DQ573877	uc021qgq.1	64	0	0	0	0
DQ573895	uc021qhz.1	29	0	0	0	0
DQ573935	uc021uqz.1	33	0	0	0	0
DQ573937	uc010twb.2	35	0	0	0	0
DQ573949	uc001mwj.1	3675	3480.78	0	0	0
DQ573962	uc002bsg.2	44	0	0	0	0
DQ573965	uc021tva.1,uc021ube.1	37	0	0	0	0
DQ573975	uc003arm.3	30	0	0	0	0
DQ573982	uc021swv.1	39	0	0	0	0
DQ574002	uc021wte.1	29	0	0	0	0
DQ574014	uc002tgh.1	42	0	0	0	0
DQ574028	uc021svl.1	29	0	0	0	0
DQ574091	uc021wpc.1	30	0	0	0	0
DQ574115	uc021wmw.1	30	0	0	0	0
DQ574151	uc002ajr.2	46	0	0	0	0
DQ574159	uc011drv.1	31	0	0	0	0
DQ574199	uc021urh.1	36	0	0	0	0
DQ574229	uc003zqa.1	31	0	0	0	0
DQ574239	uc002nnl.2	762	567.8	0	0	0
DQ574249	uc002gyb.1	44	0	0	0	0
DQ574255	uc001xwd.1	30	0	0	0	0
DQ574263	uc021wlz.1	30	0	0	0	0
DQ574291	uc003ogt.3	34	0	0	0	0
DQ574292	uc002nwb.1	73	0	0	0	0
DQ574302	uc011drp.2	47	0	0	0	0
DQ574305	uc004alo.3	64	0	0	0	0
DQ574306	uc004alp.2	69	0	0	0	0
DQ574330	uc022bin.1	43	0	0	0	0
DQ574353	uc002ncn.3	114	2.05	0	0	0
DQ574365	uc031rxp.1	37	0	0	0	0
DQ574368	uc021squ.1	33	0	0	0	0
DQ574380	uc002nwp.1	36	0	0	0	0
DQ574393	uc003asm.3	54	0	0	0	0
DQ574428	uc021qie.1	39	0	0	0	0
DQ574483	uc003ofj.3	56	0	0	0	0
DQ574505	uc003tll.3	1248	1053.78	0	0	0
DQ574527	uc022bhf.1,uc022bhn.1	35	0	0	0	0
DQ574553	uc001zzv.3	57	0	0	0	0
DQ574554	uc021swy.1	36	0	0	0	0
DQ574556	uc011anc.2	31	0	0	0	0
DQ574659	uc003tpw.1,uc003tqv.1,uc003tse.1,uc010puq.2,uc011kdg.1	38	0	0	0	0
DQ574660	uc003tsu.1,uc021pkb.1	32	0	0	0	0
DQ574670	uc002log.1,uc003fzb.1	31	0	0	0	0
DQ574672	uc003tnk.1	32	0	0	0	0
DQ574674	uc002edg.3,uc021the.1	27	0	0	0	0
DQ574680	uc031qfs.1	31	0	0	0	0
DQ574682	uc011cux.2,uc021xzu.1	32	0	0	0	0
DQ574711	uc021urj.1	39	0	0	0	0
DQ574721	uc021tmw.1	1316	1121.78	291.45	7.68	5.09
DQ574757	uc002ccj.3	37	0	0	0	0
DQ574758	uc002bhc.3,uc002bhp.2,uc002bhx.3,uc002bim.3,uc002cfa.3,uc004fwz.3,uc010uou.2,uc021stp.1,uc022cop.1	30.44	0	0	0	0
DQ574760	uc002bkd.3,uc002blq.3	31	0	0	0	0
DQ574802	uc021tok.1	29	0	0	0	0
DQ574804	uc002khr.3,uc010wpb.2,uc021tvn.1	29	0	0	0	0
DQ574805	uc002hps.3,uc010wcw.2,uc021tvj.1,uc021uaw.1	29	0	0	0	0
DQ574806	uc021tqh.1	1904	1709.78	0	0	0
DQ574810	uc001jyw.1,uc022bfx.1,uc022bux.1	30.67	0	0	0	0
DQ574826	uc004alu.1	35	0	0	0	0
DQ574839	uc002bty.3	56	0	0	0	0
DQ574852	uc003yvm.3	4833	4638.78	8	0.05	0.03
DQ574855	uc021orl.1	65	0	0	0	0
DQ574857	uc001xwl.3	55	0	0	0	0
DQ574888	uc031soi.1	46	0	0	0	0
DQ574961	uc021rxr.1	37	0	0	0	0
DQ574964	uc003art.3	45	0	0	0	0
DQ574970	uc002nwu.1	32	0	0	0	0
DQ575002	uc002aau.1	30	0	0	0	0
DQ575010	uc001hrn.2,uc021xrc.1,uc022cow.1	33	0	0	0	0
DQ575033	uc002aie.3	66	0	0	0	0
DQ575042	uc003arx.3	50	0	0	0	0
DQ575045	uc021pur.1	32	0	0	0	0
DQ575049	uc021wmr.1	1737	1542.78	0	0	0
DQ575059	uc021qid.1	44	0	0	0	0
DQ575060	uc021sli.1	58	0	0	0	0
DQ575062	uc021yxm.1	34	0	0	0	0
DQ575070	uc002aho.3	67	0	0	0	0
DQ575076	uc021svi.1	38	0	0	0	0
DQ575099	uc002nct.3	45	0	0	0	0
DQ575167	uc010xoz.2	30	0	0	0	0
DQ575175	uc011dru.2	62	0	0	0	0
DQ575242	uc002ccl.1,uc010ubs.1,uc021shh.1	34	0	0	0	0
DQ575274	uc021qib.1	30	0	0	0	0
DQ575284	uc001zcz.3,uc001zel.3	36	0	0	0	0
DQ575290	uc003oga.3	38	0	0	0	0
DQ575305	uc003ofz.3	35	0	0	0	0
DQ575315	uc002zyt.3	66	0	0	0	0
DQ575342	uc021rxp.1	31	0	0	0	0
DQ575348	uc021uho.1	751	556.8	0	0	0
DQ575377	uc021yxe.1	59	0	0	0	0
DQ575455	uc021qhf.1	35	0	0	0	0
DQ575460	uc031qah.1	33	0	0	0	0
DQ575498	uc021uri.1	40	0	0	0	0
DQ575504	uc003jxs.4,uc010ixl.2	1496	1301.78	21	0.48	0.32
DQ575512	uc002hal.3	31	0	0	0	0
DQ575513	uc021ywy.1	34	0	0	0	0
DQ575530	uc003oft.3	36	0	0	0	0
DQ575559	uc010uhp.1	44	0	0	0	0
DQ575560	uc004alg.3	42	0	0	0	0
DQ575576	uc010uav.1,uc010ubf.1	34	0	0	0	0
DQ575581	uc002bri.3	35	0	0	0	0
DQ575585	uc021uhi.1	31	0	0	0	0
DQ575612	uc001qvw.1	37	0	0	0	0
DQ575620	uc003ofh.3	45	0	0	0	0
DQ575652	uc021wtd.1	33	0	0	0	0
DQ575653	uc021wtf.1	32	0	0	0	0
DQ575686	uc002hmi.3,uc002hmq.3,uc002hpu.3,uc021tvc.1,uc021tvf.1,uc021uay.1,uc021ubg.1	54.86	0	0	0	0
DQ575687	uc021toi.1	30	0	0	0	0
DQ575740	uc002bxu.1,uc002byy.1,uc002bzh.1,uc010uso.1,uc021sxz.1,uc021syd.1,uc021syj.1,uc021syo.1,uc021syr.1,uc021syu.1	30	0	0	0	0
DQ575741	uc002bvt.1,uc010uay.1,uc021sgz.1,uc021shr.1,uc021sif.1	26	0	0	0	0
DQ575742	uc002bvq.3,uc004buf.1	43.5	0	0	0	0
DQ575757	uc002aja.3	37	0	0	0	0
DQ575764	uc022ach.1,uc022ajj.1,uc022ajl.1	31	0	0	0	0
DQ575786	uc001abi.2,uc010nxw.2	62	0	0	0	0
DQ575791	uc002hfj.1	29	0	0	0	0
DQ575848	uc001zzq.3	57	0	0	0	0
DQ575869	uc001naf.3	75	0	0	0	0
DQ575895	uc021yxd.1	34	0	0	0	0
DQ575913	uc011dsi.2	51	0	0	0	0
DQ575936	uc021snu.1	31	0	0	0	0
DQ575950	uc002aiu.3	142	7.9	0	0	0
DQ575954	uc010xox.2	44	0	0	0	0
DQ575955	uc011bur.2,uc021pkc.1	45	0	0	0	0
DQ575962	uc003oim.3	46	0	0	0	0
DQ575983	uc001hnd.3	60	0	0	0	0
DQ575984	uc003tqu.1	29	0	0	0	0
DQ576037	uc021sno.1	44	0	0	0	0
DQ576039	uc002ssi.2,uc004cpj.2,uc004fow.2,uc010ytw.2	30.5	0	0	0	0
DQ576041	uc002stq.2,uc010tzh.2,uc010yty.2,uc021sev.1	30.5	0	0	0	0
DQ576060	uc010unz.2,uc021stl.1,uc021stq.1,uc021sts.1,uc022cpd.1	36	0	0	0	0
DQ576075	uc001mzu.3	30	0	0	0	0
DQ576083	uc002gtg.1	31	0	0	0	0
DQ576104	uc021rxs.1	34	0	0	0	0
DQ576106	uc021svc.1	42	0	0	0	0
DQ576154	uc010uhw.2	39	0	0	0	0
DQ576178	uc003asj.3	42	0	0	0	0
DQ576197	uc021yyf.1	29	0	0	0	0
DQ576221	uc002aab.3	44	0	0	0	0
DQ576223	uc003ash.3	55	0	0	0	0
DQ576238	uc021swa.1	62	0	0	0	0
DQ576239	uc001mzc.2	46	0	0	0	0
DQ576270	uc002ahi.1	36	0	0	0	0
DQ576346	uc010rgl.2	55	0	0	0	0
DQ576354	uc021soa.1	49	0	0	0	0
DQ576370	uc002hak.2	42	0	0	0	0
DQ576379	uc021qig.1	36	0	0	0	0
DQ576383	uc001axm.1	29	0	0	0	0
DQ576386	uc021urb.1	31	0	0	0	0
DQ576410	uc001hnb.3,uc021plm.1	31	0	0	0	0
DQ576414	uc002kpa.2	72	0	0	0	0
DQ576429	uc002ajn.2	67	0	0	0	0
DQ576445	uc021slk.1	459	265.35	0	0	0
DQ576448	uc021teg.1	28	0	0	0	0
DQ576490	uc031qqa.1	29	0	0	0	0
DQ576495	uc010rfp.1	64	0	0	0	0
DQ576504	uc002bro.1	31	0	0	0	0
DQ576544	uc002ccz.3	31	0	0	0	0
DQ576557	uc010urp.2	39	0	0	0	0
DQ576562	uc002aij.3	100	0	0	0	0
DQ576584	uc001nba.3	37	0	0	0	0
DQ576585	uc021rxk.1	28	0	0	0	0
DQ576593	uc002gxh.3	50	0	0	0	0
DQ576602	uc021wpf.1	30	0	0	0	0
DQ576627	uc002gbb.3,uc002hpj.2	43.5	0	0	0	0
DQ576634	uc001jzh.3	29	0	0	0	0
DQ576637	uc010xrd.2	70	0	0	0	0
DQ576653	uc001gnc.1	36	0	0	0	0
DQ576681	uc003ekz.1	31	0	0	0	0
DQ576685	uc003arw.1	30	0	0	0	0
DQ576722	uc001nbg.3	38	0	0	0	0
DQ576734	uc021soq.1	29	0	0	0	0
DQ576744	uc021sot.1	30	0	0	0	0
DQ576756	uc001gfk.2	1917	1722.78	8	0.14	0.09
DQ576785	uc021uhe.1	31	0	0	0	0
DQ576791	uc002nod.1	42	0	0	0	0
DQ576800	uc003hkh.3	1021	826.78	0	0	0
DQ576802	uc001jyu.1	30	0	0	0	0
DQ576810	uc002btx.2	47	0	0	0	0
DQ576849	uc011dsb.2	34	0	0	0	0
DQ576853	uc011ajp.1	26	0	0	0	0
DQ576856	uc001gna.3	40	0	0	0	0
DQ576888	uc021sxy.1	478	284.22	0	0	0
DQ576896	uc002caf.3,uc010uss.2	65	0	0	0	0
DQ576909	uc003mdq.3	31	0	0	0	0
DQ576911	uc031soa.1	29	0	0	0	0
DQ576933	uc002bzp.3	38	0	0	0	0
DQ576947	uc002cbt.2,uc002cby.3,uc010uta.1,uc010ute.2	31.5	0	0	0	0
DQ576951	uc002dky.1,uc002dla.1,uc002dlf.1,uc010vbx.1,uc021tey.1,uc021tez.1,uc021tfa.1,uc021tfb.1	30	0	0	0	0
DQ576952	uc002dir.1,uc002dsk.1,uc010vbh.1,uc021tga.1	156	12.61	12.67	29.68	19.68
DQ576962	uc011kcn.2,uc011kdh.2	43	0	0	0	0
DQ576994	uc003jvo.3	2082	1887.78	0	0	0
DQ576996	uc001mzv.3	38	0	0	0	0
DQ576999	uc002cau.3,uc002cbi.3,uc010usw.2	30	0	0	0	0
DQ577036	uc002btz.3	36	0	0	0	0
DQ577052	uc031qpu.1	30	0	0	0	0
DQ577084	uc010uhg.2	33	0	0	0	0
DQ577092	uc021yaj.1	29	0	0	0	0
DQ577095	uc002nnw.3	50	0	0	0	0
DQ577099	uc001gmx.3,uc010qfh.1,uc010qgd.1,uc021ppv.1,uc021pqm.1	30.6	0	0	0	0
DQ577109	uc021wpg.1	31	0	0	0	0
DQ577118	uc011amy.2	38	0	0	0	0
DQ577137	uc001xwa.3	31	0	0	0	0
DQ577158	uc031quh.1	33	0	0	0	0
DQ577171	uc031qps.1	45	0	0	0	0
DQ577180	uc021qup.1	30	0	0	0	0
DQ577182	uc021yxa.1	31	0	0	0	0
DQ577197	uc021slu.1	31	0	0	0	0
DQ577219	uc010qli.1	35	0	0	0	0
DQ577234	uc021uqc.1	33	0	0	0	0
DQ577244	uc011mff.2	30	0	0	0	0
DQ577251	uc010utj.2	96	0	0	0	0
DQ577256	uc002ais.3	32	0	0	0	0
DQ577288	uc010rfy.1	32	0	0	0	0
DQ577323	uc002kpy.3	53	0	0	0	0
DQ577333	uc001zda.3,uc001zem.3	44	0	0	0	0
DQ577348	uc004alw.2	35	0	0	0	0
DQ577349	uc021xjz.1	31	0	0	0	0
DQ577365	uc021puo.1	39	0	0	0	0
DQ577380	uc021smf.1	28	0	0	0	0
DQ577389	uc001mzy.1	40	0	0	0	0
DQ577410	uc010uhj.2	43	0	0	0	0
DQ577411	uc002aaw.3	71	0	0	0	0
DQ577420	uc002zdj.1	460	266.34	1268.45	140.69	93.27
DQ577434	uc001nbl.3	31	0	0	0	0
DQ577440	uc021tjv.1	4565	4370.78	23.33	0.16	0.1
DQ577458	uc021puj.1	32	0	0	0	0
DQ577471	uc021uhh.1	31	0	0	0	0
DQ577476	uc002aag.3	58	0	0	0	0
DQ577480	uc021swu.1	55	0	0	0	0
DQ577486	uc021urd.1	38	0	0	0	0
DQ577530	uc002auy.1,uc002bbb.1,uc010ulz.1,uc021sqn.1	28	0	0	0	0
DQ577534	uc031qub.1	30	0	0	0	0
DQ577541	uc021tsi.1	40	0	0	0	0
DQ577549	uc021ryd.1	30	0	0	0	0
DQ577554	uc021snn.1	35	0	0	0	0
DQ577602	uc010rfu.2	31	0	0	0	0
DQ577610	uc002gxe.2	35	0	0	0	0
DQ577612	uc010sgr.2	34	0	0	0	0
DQ577646	uc003bxo.3	36	0	0	0	0
DQ577649	uc010rfx.1	32	0	0	0	0
DQ577682	uc002ahk.3	27	0	0	0	0
DQ577683	uc002nws.1	32	0	0	0	0
DQ577698	uc001jya.3	62	0	0	0	0
DQ577706	uc031qpr.1	28	0	0	0	0
DQ577714	uc010bsp.1	3176	2981.78	92	0.91	0.6
DQ577731	uc021ubl.1	2966	2771.78	0	0	0
DQ577739	uc002kpe.1	34	0	0	0	0
DQ577743	uc010vzm.1	30	0	0	0	0
DQ577752	uc021slf.1	30	0	0	0	0
DQ577785	uc010pay.2	26	0	0	0	0
DQ577812	uc021qhx.1	36	0	0	0	0
DQ577854	uc021rxm.1	30	0	0	0	0
DQ577875	uc002aan.3	60	0	0	0	0
DQ577902	uc011nbq.1,uc021sfk.1	31	0	0	0	0
DQ577903	uc002nwz.3	32	0	0	0	0
DQ577931	uc021yxk.1	36	0	0	0	0
DQ577940	uc004amj.1,uc004amm.1,uc022bis.1	31	0	0	0	0
DQ577945	uc031qad.1	32	0	0	0	0
DQ577965	uc001nal.3	67	0	0	0	0
DQ577970	uc001zzz.3	37	0	0	0	0
DQ577977	uc003ofl.1	30	0	0	0	0
DQ577988	uc002ajk.3	59	0	0	0	0
DQ578010	uc021szd.1	44	0	0	0	0
DQ578013	uc021slv.1	52	0	0	0	0
DQ578031	uc022bjg.1	30	0	0	0	0
DQ578037	uc002kpq.1	48	0	0	0	0
DQ578051	uc010ufp.1	35	0	0	0	0
DQ578058	uc002bsh.3	76	0	0	0	0
DQ578079	uc021yya.1	34	0	0	0	0
DQ578085	uc021uqb.1	32	0	0	0	0
DQ578098	uc022bkr.1	29	0	0	0	0
DQ578105	uc021xxg.1,uc021xxh.1	32	0	0	0	0
DQ578106	uc001gmz.1	44	0	0	0	0
DQ578124	uc010vxv.2	60	0	0	0	0
DQ578127	uc021rxq.1	46	0	0	0	0
DQ578136	uc002ahh.3	87	0	0	0	0
DQ578183	uc002aif.1	36	0	0	0	0
DQ578199	uc001ywf.3,uc001zbs.3,uc002auu.1,uc002bbc.2,uc002bhw.2,uc002bkg.2,uc002bph.1,uc004fwx.1	32	0	0	0	0
DQ578236	uc001nad.3	33	0	0	0	0
DQ578258	uc002ccx.3,uc010uhu.1	40.5	0	0	0	0
DQ578285	uc002byx.4	32	0	0	0	0
DQ578289	uc002bzb.3	29	0	0	0	0
DQ578305	uc022bit.1,uc022biu.1,uc022biv.1	67	0	0	0	0
DQ578310	uc010vzu.2	70	0	0	0	0
DQ578341	uc011dfi.1	32	0	0	0	0
DQ578350	uc021rxv.1	34	0	0	0	0
DQ578369	uc001zdb.2,uc010ubh.2	33	0	0	0	0
DQ578421	uc021yxs.1	30	0	0	0	0
DQ578525	uc021yyl.1	31	0	0	0	0
DQ578586	uc010pno.2	34	0	0	0	0
DQ578599	uc021typ.1,uc021ubv.1	33.5	0	0	0	0
DQ578611	uc031sog.1	30	0	0	0	0
DQ578661	uc021trt.1,uc021tue.1,uc021tvz.1	42.33	0	0	0	0
DQ578665	uc002kpb.1	29	0	0	0	0
DQ578686	uc021yyb.1	39	0	0	0	0
DQ578700	uc001zbw.3,uc002bil.2,uc010unv.2	33	0	0	0	0
DQ578720	uc031qae.1	48	0	0	0	0
DQ578778	uc021swb.1	29	0	0	0	0
DQ578791	uc031qap.1	42	0	0	0	0
DQ578824	uc010uhq.2	41	0	0	0	0
DQ578838	uc001ytp.3,uc001ywe.3,uc001zcw.1,uc010ukq.1,uc021sfn.1,uc021sfr.1,uc021sgk.1,uc021shc.1	35	0	0	0	0
DQ578873	uc021slz.1	48	0	0	0	0
DQ578892	uc021swd.1	44	0	0	0	0
DQ578901	uc002nwg.3	31	0	0	0	0
DQ578920	uc003tsn.1	31	0	0	0	0
DQ578940	uc031qrt.1	52	0	0	0	0
DQ579022	uc002air.2	37	0	0	0	0
DQ579071	uc003oih.3	37	0	0	0	0
DQ579128	uc021pty.1	41	0	0	0	0
DQ579129	uc022alb.1,uc022buy.1	35.5	0	0	0	0
DQ579150	uc003oik.3	75	0	0	0	0
DQ579174	uc021tru.1	71	0	0	0	0
DQ579181	uc010urf.2	31	0	0	0	0
DQ579186	uc031qpy.1	32	0	0	0	0
DQ579199	uc021snw.1	31	0	0	0	0
DQ579207	uc021uhl.1	56	0	0	0	0
DQ579218	uc031qtu.1	31	0	0	0	0
DQ579247	uc003ohx.2	48	0	0	0	0
DQ579248	uc002gtj.3	59	0	0	0	0
DQ579249	uc004fwe.2	34	0	0	0	0
DQ579258	uc021puh.1	32	0	0	0	0
DQ579261	uc002aav.1	34	0	0	0	0
DQ579263	uc010vci.1	30	0	0	0	0
DQ579267	uc003ekx.1	65	0	0	0	0
DQ579268	uc021zzi.1	36	0	0	0	0
DQ579288	uc001eiy.2,uc001ejh.1,uc001ulw.1,uc002yjg.2,uc002zkf.2,uc002zkg.1,uc021ota.1,uc021xod.1	30	0	0	0	0
DQ579313	uc021sur.1	36	0	0	0	0
DQ579335	uc022bcp.1	36	0	0	0	0
DQ579377	uc002ncr.3	42	0	0	0	0
DQ579404	uc001zzi.1	31	0	0	0	0
DQ579432	uc031qtx.1	29	0	0	0	0
DQ579436	uc003bxq.1	27	0	0	0	0
DQ579449	uc031tce.1	30	0	0	0	0
DQ579470	uc010yxj.2	30	0	0	0	0
DQ579489	uc010sem.1	33	0	0	0	0
DQ579595	uc021svf.1	64	0	0	0	0
DQ579617	uc031qai.1	29	0	0	0	0
DQ579618	uc001xwj.3	35	0	0	0	0
DQ579650	uc002kpz.3	51	0	0	0	0
DQ579677	uc003aso.1	31	0	0	0	0
DQ579681	uc001tgx.3,uc002aiy.3	40	0	0	0	0
DQ579683	uc021yyq.1	40	0	0	0	0
DQ579694	uc011ltq.1	27	0	0	0	0
DQ579700	uc001jyo.2	45	0	0	0	0
DQ579704	uc011ajg.1	40	0	0	0	0
DQ579711	uc002nwr.3	29	0	0	0	0
DQ579754	uc010vzp.1	35	0	0	0	0
DQ579765	uc002ahz.3	41	0	0	0	0
DQ579782	uc002nnu.3	37	0	0	0	0
DQ579816	uc002cac.3	70	0	0	0	0
DQ579844	uc001nbc.3	75	0	0	0	0
DQ579850	uc002kim.1	27	0	0	0	0
DQ579907	uc010tzy.1,uc021sgp.1	29	0	0	0	0
DQ579954	uc002aai.3	34	0	0	0	0
DQ579956	uc004alr.2	55	0	0	0	0
