gene_id	transcript_id.s.	length	effective_length	expected_count	TPM	FPKM
A2ML1	uc001quz.5,uc001qva.1,uc001qvb.1,uc010sgm.3	4766.12	4571.91	4525	29.24	19.38
A2MP1	uc021qum.1	1201	1006.78	0	0	0
A3GALT2	uc031plq.1	1023	828.78	0	0	0
A4GALT	uc003bdb.3,uc010gzd.3,uc021wqo.1,uc021wqp.1,uc021wqq.1,uc021wqr.1	1323.05	1128.83	711.99	18.63	12.35
A4GNT	uc003ers.2	1771	1576.78	0	0	0
AA06	uc002hhv.3	632	437.85	0	0	0
AAAS	uc001scr.4,uc001scs.4	1837	1642.78	4101	73.75	48.89
AACS	uc001uhc.3,uc001uhd.3,uc009zyg.2,uc009zyh.3,uc009zyi.3	3178.77	2984.55	3088.99	30.58	20.27
AACSP1	uc003mjk.3,uc011dgk.2,uc011dgl.2	2605.33	2411.12	0	0	0
AADAC	uc003eze.3	1606	1411.78	0	0	0
AADACL2	uc003ezc.3,uc010hvn.3	1388.5	1194.28	0	0	0
AADACL3	uc001aug.1,uc009vnn.1	3940.5	3746.28	0	0	0
AADACL4	uc001auf.3	1575	1380.78	0	0	0
AADAT	uc003isr.3,uc003iss.3,uc003ist.3	2171.14	1976.92	664	9.92	6.58
AAED1	uc004awm.3	1225	1030.78	89	2.55	1.69
AAGAB	uc002aqk.5,uc010uju.3,uc031qsm.1	3154.91	2960.69	4521	45.11	29.91
AAK1	uc002sfp.2,uc010fdk.2,uc010fdm.1,uc010yqm.1	3446.74	3252.52	2051.05	18.63	12.35
AAMDC	uc001oyp.3,uc001oyq.3,uc001oyr.1	516.55	322.61	128	11.72	7.77
AAMP	uc002vhk.3,uc002vhl.3	1793.4	1599.18	7905	146.03	96.81
AANAT	uc002jro.3,uc010wte.2,uc021udg.1	1913	1718.78	1	0.02	0.01
AAR2	uc002xfc.3,uc002xfe.2	2486	2291.78	1474	19	12.6
AARD	uc003yof.3	1786	1591.78	0	0	0
AARS	uc002eyn.1,uc010vlu.1	3341.91	3147.69	27149	254.8	168.92
AARS2	uc010jza.1	4782	4587.78	798	5.14	3.41
AARSD1	uc010cyu.2,uc031raq.1	1360.3	1166.08	1034.25	26.2	17.37
AASDH	uc003hbn.3,uc003hbo.3,uc003hbp.3,uc003hbq.1,uc010ihb.3,uc010ihc.3,uc011caa.2,uc011cab.2	3280.67	3086.45	605	5.79	3.84
AASDHPPT	uc001pjc.1,uc001pjd.1,uc010rvn.1	2861	2666.78	732	8.11	5.38
AASS	uc003vka.3,uc003vkb.3,uc011knu.2,uc011knv.2,uc011knw.2	5883.03	5688.81	729.43	3.79	2.51
AATF	uc002hni.3	2141	1946.78	4267	64.75	42.93
AATK	uc010dhz.3,uc010dia.3,uc021ueu.1	5089	4894.78	75	0.45	0.3
AATK-AS1	uc010wuk.1,uc010wul.1	1537	1342.78	0	0	0
AB000466	uc003ggg.1	3001	2806.78	1.76	0.02	0.01
AB007962	uc001eso.1	5053	4858.78	35.62	0.22	0.14
AB059369	uc021xlu.1	123	3.44	0	0	0
AB062081	uc011mvt.1	407	214.02	2	0.28	0.18
AB062083	uc021tnv.1,uc021tny.1	191.98	39.26	14.38	10.82	7.17
AB073649	uc003qhb.3	2906	2711.78	12.06	0.13	0.09
AB074160	uc003tqd.3	4334	4139.78	0	0	0
AB074162	uc004bos.3	2239	2044.78	0	0	0
AB074166	uc009wle.2	4851	4656.78	0	0	0
AB074188	uc003jrq.3	2094	1899.78	0	0	0
AB075489	uc021oly.1	2862	2667.78	0	0	0
AB075492	uc021zhg.1	2631	2436.78	5	0.06	0.04
AB209061	uc002dtz.1	4067	3872.78	151.56	1.16	0.77
AB209185	uc003ydc.1	1912	1717.78	1	0.02	0.01
AB209315	uc021wef.1	1927	1732.78	1.02	0.02	0.01
AB209621	uc031rzy.1	5446	5251.78	0	0	0
AB231702	uc001nok.2	877	682.79	0	0	0
AB231703	uc001oco.3	217	45.62	0	0	0
AB231705	uc001pli.1	707	512.82	0	0	0
AB231710	uc001pqd.3	247	67.64	252.17	110.14	73.02
AB231711	uc009yzi.2	153	11.5	0	0	0
AB231721	uc001nne.1	206	38.37	0	0	0
AB231722	uc001nnk.1	158	13.38	0	0	0
AB231723	uc001piq.1	174	20.38	0	0	0
AB231724	uc001phf.3	157	13	0	0	0
AB231729	uc001now.2	411	217.95	0	0	0
AB231731	uc001nov.2	529	335	0	0	0
AB231739	uc021qjc.1	289	102.66	0	0	0
AB231741	uc021qjd.1	198	33.42	0	0	0
AB231742	uc001njg.1	163	15.41	0	0	0
AB231761	uc001npw.1	143	8.2	0	0	0
AB231779	uc001lxz.1	886	691.79	0	0	0
AB231784	uc001pcz.3	167	17.14	0	0	0
AB240015	uc002bfp.1	590	395.89	0	0	0
AB372727	uc011arw.2	94	0	0	0	0
AB429224	uc009ypx.3	1155	960.78	22	0.68	0.45
AB488780	uc021qqx.1	628	433.85	36	2.45	1.63
AB586698	uc021pjs.1	274	89.7	0	0	0
ABAT	uc002czc.4,uc002czd.4,uc010buh.3,uc010bui.3,uc021tcs.1	4814	4619.78	1927	12.32	8.17
ABCA1	uc004bcl.3,uc004bcm.3,uc010mti.1	9226.01	9031.79	311	1.02	0.67
ABCA10	uc002jhz.3,uc010dfa.1,uc010dfb.1,uc010dfc.1,uc010wqs.1,uc010wqt.1	2891.02	2696.8	62	0.68	0.45
ABCA11P	uc003gac.2,uc003gad.3,uc003gae.3,uc010ibd.2,uc011buv.2	1877.69	1683.47	207.28	3.64	2.41
ABCA12	uc002vev.3,uc002vew.3,uc010zjn.2	8085	7890.78	49	0.18	0.12
ABCA13	uc003top.2,uc003toq.2,uc003tos.1,uc010kyr.2,uc010kys.2,uc010kyt.1,uc010kyu.1,uc031sxg.1,uc031sxh.1	11090.17	10895.95	1260.06	3.42	2.26
ABCA17P	uc002cqa.1,uc002cqb.1,uc002cqc.1	4188	3993.78	11	0.08	0.05
ABCA2	uc004ckl.1,uc004ckm.1,uc004ckn.1,uc004cko.1,uc010nca.3,uc011mem.1,uc022bpy.1,uc022bpz.1,uc022bqa.1	8163.22	7969	7519.01	27.87	18.48
ABCA3	uc002cpy.1,uc002cpz.1,uc010bsk.1,uc010bsl.1	5396.78	5202.56	15735.99	89.35	59.24
ABCA4	uc001dqh.3,uc001dqi.1,uc009wdp.1,uc010otn.1	7164.54	6970.32	19	0.08	0.05
ABCA5	uc002jib.2,uc002jic.2,uc002jid.2,uc002jie.2,uc002jif.2,uc002jig.2,uc002jih.2,uc010dfe.2	6962.03	6767.81	838	3.66	2.43
ABCA6	uc002jhw.1,uc002jhy.3	3399.5	3205.28	0	0	0
ABCA7	uc002lqw.4,uc002lqy.3,uc010dsa.3,uc010dsb.1,uc010dsc.3	4844.71	4650.49	900	5.72	3.79
ABCA8	uc002jhp.3,uc002jhq.3,uc002jhr.3,uc002jhs.3,uc002jht.3,uc010wqq.2,uc010wqr.2	3963.43	3769.21	0	0	0
ABCA9	uc002jhu.3,uc002jhv.3,uc010dez.3	6057	5862.78	13	0.07	0.04
ABCB1	uc003uiz.2,uc003uja.2,uc010lei.2,uc011khc.2	4203.68	4009.47	24	0.18	0.12
ABCB10	uc001htp.4	3857	3662.78	2193	17.69	11.73
ABCB11	uc002ueo.1,uc010zda.1,uc010zdb.1	4735.37	4541.15	374	2.43	1.61
ABCB4	uc003uiv.1,uc003uiw.1,uc003uix.1,uc003uiy.3	3826	3631.78	2	0.02	0.01
ABCB5	uc003suv.4,uc003suw.4,uc003sux.1,uc010kuh.3,uc011jyi.1	3068.6	2874.38	0	0	0
ABCB6	uc002vkc.2,uc010fwe.2,uc010zku.1	4433.07	4238.85	1384.36	9.65	6.4
ABCB7	uc004ebz.4,uc004eca.4,uc010nls.4,uc010nlt.4,uc011mqn.3	2520.13	2325.91	1941.99	24.67	16.35
ABCB8	uc003wii.2,uc003wik.4,uc003wil.4,uc003wim.4,uc010lpw.1,uc010lpx.3,uc011kvd.2	2923.97	2729.75	308	3.33	2.21
ABCB9	uc001udm.4,uc001udo.4,uc001udq.3,uc001udr.3,uc010tai.2,uc010taj.2,uc021rfo.1,uc021rfp.1,uc021rfq.1	2678.86	2484.64	170	2.02	1.34
ABCC1	uc002del.4,uc010bvi.3,uc010bvn.3,uc021tdq.1,uc021tdr.1,uc021tds.1,uc021tdt.1	3436.88	3242.94	3237	29.49	19.55
ABCC10	uc003ouy.1,uc003ouz.1,uc010jyo.1	5028.26	4834.05	876.99	5.36	3.55
ABCC11	uc002eff.1,uc002efg.1,uc002efh.1,uc010cbg.1,uc010vgk.1,uc010vgl.1	2023	1828.78	9	0.15	0.1
ABCC12	uc002eey.1,uc002eez.1,uc002efa.1,uc002efb.1,uc002efc.1,uc002efd.1,uc002efe.1,uc010vgj.1	4157.75	3963.53	0	0	0
ABCC13	uc002yjq.3,uc002yjr.3,uc002yjs.3,uc010gkx.3	812	617.79	3	0.14	0.1
ABCC2	uc001kqf.2	5051	4856.78	85	0.52	0.34
ABCC3	uc002isk.4,uc002isl.3,uc002isn.3	4503.27	4309.05	21140.11	144.93	96.08
ABCC4	uc001vmd.4,uc001vme.2,uc001vmf.2,uc010afj.3,uc010afk.3,uc010afl.1,uc010afm.1,uc010tih.1	4738.63	4544.41	934	6.07	4.03
ABCC5	uc003fmg.3,uc003fmh.3,uc003fmi.3,uc010hxl.3,uc010hxm.3,uc010hxn.3,uc010hxo.3,uc011bqt.2	5280.81	5086.59	572.99	3.33	2.21
ABCC5-AS1	uc031scp.1	469	275.27	0	0	0
ABCC6	uc002den.4,uc002deo.4,uc010bvo.3,uc010uzz.1	3344.22	3150	701.63	6.58	4.36
ABCC6P1	uc002dfg.3,uc010vam.2	2795.33	2601.11	147.98	1.68	1.11
ABCC6P2	uc002dcu.2	706	511.82	39.4	2.27	1.51
ABCC8	uc001mnc.3,uc010rcy.1,uc021qej.1	2106	1911.78	13	0.2	0.13
ABCC9	uc001rfh.3,uc001rfi.1,uc001rfk.3,uc001rfl.1	8324	8129.78	14.86	0.05	0.04
ABCD1	uc004fif.2	3664	3469.78	2977	25.35	16.8
ABCD2	uc001rmb.2	5341	5146.78	0	0	0
ABCD3	uc001dqm.4,uc001dqn.4,uc001dqo.4,uc009wdr.3,uc010oto.2,uc010otp.2	2825.43	2631.21	13825.01	155.22	102.9
ABCD4	uc001xpr.2,uc001xps.2,uc001xpu.2,uc001xpv.2,uc010tur.2	1991.34	1797.12	612.99	10.08	6.68
ABCE1	uc003ijx.3,uc003ijy.3,uc010iot.3	4193.88	3999.66	6696	49.46	32.79
ABCF1	uc003nqk.2,uc003nql.3,uc003nqm.3	2283.4	2089.18	4822	68.19	45.2
ABCF2	uc003wjo.1,uc003wjp.3,uc031szt.1	2302.15	2107.93	3445.99	48.29	32.02
ABCF3	uc003fmz.2,uc003fna.2,uc003fnb.2	2406.29	2212.07	2935	39.2	25.99
ABCG1	uc002zam.3,uc002zan.3,uc002zao.3,uc002zap.3,uc002zaq.3,uc002zar.3,uc010gpb.2,uc011aev.2	2945.94	2751.72	986.29	10.59	7.02
ABCG2	uc003hrf.3,uc003hrg.3,uc003hrh.3,uc003hri.1,uc003hrj.1,uc003hrk.1	3669	3474.78	4	0.03	0.02
ABCG4	uc001pvs.3,uc001pvt.1,uc009zar.3	3611	3416.78	2	0.02	0.01
ABCG5	uc002rtm.3,uc002rtn.3,uc002rto.3,uc002rtp.3	2671.5	2477.28	0	0	0
ABCG8	uc002rtq.3,uc010yoa.2	2663.5	2469.28	0	0	0
ABHD1	uc002rit.3,uc002riu.3,uc002riv.3	1421	1226.78	11	0.26	0.18
ABHD10	uc003dyk.5,uc011bhq.3,uc031saw.1,uc031sax.1	2754.68	2560.46	1565	18.06	11.97
ABHD11	uc003tza.3,uc003tzb.3,uc003tzc.3,uc003tzf.3,uc011kfb.2	1420.66	1226.44	1929	46.47	30.8
ABHD12	uc002wuq.3,uc002wus.2	1924.39	1730.18	7279	124.29	82.4
ABHD12B	uc001wyq.3,uc001wyr.3,uc001wys.3,uc010any.3	1542.25	1348.03	0	0	0
ABHD13	uc001vqq.3,uc021rml.1	1034.61	840.4	368	12.94	8.58
ABHD14A	uc003dco.3,uc010hlz.2	1108	913.78	70.34	2.27	1.51
ABHD14A-ACY1	uc011bea.2	1879	1684.78	51.17	0.9	0.59
ABHD14B	uc003dcm.3,uc003dcn.3,uc011bdy.2,uc011bdz.1,uc021wza.1	2054.42	1860.2	297	4.72	3.13
ABHD15	uc002hed.2	3355	3160.78	278	2.6	1.72
ABHD16A	uc003nvx.2,uc003nvy.2,uc010jtc.2,uc011dny.2,uc011dnz.2,uc011doa.2	2014.45	1820.23	1205.01	19.56	12.97
ABHD16B	uc002ygx.1	1776	1581.78	0	0	0
ABHD17A	uc002lud.3,uc002lue.3,uc002luf.3,uc002lug.3	1557.59	1363.37	1153	24.98	16.56
ABHD17B	uc004ail.3,uc004aim.1	1709.92	1515.71	314	6.12	4.06
ABHD17C	uc002bft.3,uc002bfu.3	2359.68	2165.46	2526	34.46	22.85
ABHD2	uc002bnj.2,uc002bnk.2,uc010ups.1	8304.18	8109.96	5607	20.42	13.54
ABHD3	uc002ktk.2,uc002ktl.2,uc002ktn.2,uc010xao.1	2052.89	1858.68	483	7.68	5.09
ABHD4	uc001wgm.3,uc010tmz.1,uc010tna.1,uc010tnb.2	1795.48	1601.26	551	10.17	6.74
ABHD5	uc003cmx.3	5353	5158.78	1476	8.45	5.6
ABHD6	uc003djs.4,uc003djt.4	2440.19	2245.97	192	2.53	1.67
ABHD8	uc002ngb.4	2090	1895.78	52	0.81	0.54
ABI1	uc001isx.3,uc001isy.3,uc001isz.3,uc001ita.3,uc001itb.3,uc001itc.3,uc001itd.3,uc001ite.3,uc010qdg.2,uc010qdh.2,uc010qdi.2,uc010qdj.2,uc010qdk.2	3494.84	3300.62	3775.01	33.79	22.4
ABI2	uc002uzz.3,uc002vaa.3,uc002vab.3,uc002vac.3,uc010zig.1,uc010zih.2,uc010zii.2,uc010zij.2,uc010zik.2,uc010zil.2,uc010zim.2,uc010zin.2	5966.98	5772.76	1184.21	6.06	4.02
ABI3	uc002iop.1,uc002ioq.1	2100	1905.78	0	0	0
ABI3BP	uc003duj.3,uc003duk.3,uc003dul.3,uc003dum.3,uc003dun.3,uc003duo.2,uc003dup.4,uc011bhd.2	3803.71	3609.49	1469.99	12.03	7.98
ABL1	uc004bzv.3,uc004bzw.3	5423.33	5229.11	1730	9.77	6.48
ABL2	uc001gmg.4,uc001gmi.4,uc001gmj.4,uc001gmk.3,uc009wxe.3,uc009wxf.2,uc010pne.2,uc010pnf.2,uc010png.2,uc010pnh.2	3277.29	3083.07	1138	10.9	7.23
ABLIM1	uc001lbz.1,uc021pyu.1,uc021pyv.1,uc021pyw.1,uc021pyx.1,uc021pyy.1,uc021pyz.1,uc021pza.1,uc021pzb.1,uc021pzc.1,uc021pzd.1,uc021pze.1,uc021pzf.1	1986.55	1792.33	7684	126.65	83.96
ABLIM2	uc003gki.3,uc003gkj.4,uc003gkk.3,uc003gkl.3,uc003gkm.4,uc003gko.3,uc003gkp.3,uc003gkq.3,uc003gkr.3,uc003gks.3,uc011bwl.1	1886.21	1691.99	249	4.35	2.88
ABLIM3	uc003lpy.2,uc003lpz.1,uc003lqa.1,uc003lqb.3,uc003lqc.1,uc003lqd.1,uc003lqe.1,uc003lqf.3	2963.12	2768.9	3693.01	39.4	26.12
ABO	uc004cda.1,uc010naf.1,uc010nag.1,uc011mcz.1	1517.77	1323.55	675	15.07	9.99
ABP1	uc003why.1,uc003whz.2,uc003wia.2	2439.59	2245.37	1757	23.12	15.33
ABR	uc002fsd.4,uc002fse.4,uc002fsf.4,uc002fsg.4,uc002fsh.1,uc010cjq.1,uc010vqf.3,uc010vqg.3	5013.57	4819.35	10737.01	65.82	43.63
ABRA	uc003ymm.4	2754	2559.78	0	0	0
ABRACL	uc003qil.2,uc003qim.2	845	650.79	323	14.66	9.72
ABT1	uc003nii.3	2263	2068.78	212	3.03	2.01
ABTB1	uc003ejr.3,uc003ejs.3,uc003ejt.3,uc003eju.3,uc010hsm.3	1968.35	1774.13	710	11.82	7.84
ABTB2	uc001mvl.2	4903	4708.78	2450	15.37	10.19
AC2	uc001ezm.1	4109	3914.78	91	0.69	0.46
ACAA1	uc003cht.3,uc003chu.3	1804.82	1610.6	4272	78.36	51.95
ACAA2	uc002ldw.4	1934	1739.78	5197	88.25	58.5
ACACA	uc002hnk.3,uc002hnl.3,uc002hnm.3,uc002hnn.3,uc002hno.3,uc002hnp.1,uc002hnq.2,uc002hnr.1,uc010cuy.3,uc010cuz.3,uc010wdb.2,uc010wdc.2	7331.89	7137.67	13539.01	56.04	37.15
ACACB	uc001tob.3,uc001toc.3,uc001tod.3,uc010sxl.1,uc010sxm.2	7481.23	7287.02	1160	4.7	3.12
ACAD10	uc001tso.4,uc001tsp.3,uc001tsq.3,uc001tsr.3,uc001tss.1,uc009zvw.2,uc009zvx.3	3217.43	3023.22	1724.99	16.86	11.17
ACAD11	uc003eov.4	3556	3361.78	593.15	5.21	3.46
ACAD8	uc001qhk.3,uc001qhl.3,uc009zdc.3,uc009zde.1,uc010sco.1,uc010scp.1,uc010scq.2,uc010scr.1	1744.14	1549.92	1688	32.17	21.33
ACAD9	uc003ela.4,uc003elb.3,uc003elc.1,uc003ele.3,uc010hsw.1,uc011bks.2	2514.12	2319.91	4423	56.32	37.34
ACADL	uc002vdz.4,uc010zjg.1	1789.5	1595.28	0	0	0
ACADM	uc001dgw.4,uc009wbp.3,uc009wbr.3,uc009wbs.1,uc010orc.1,uc010ord.2,uc010ore.2,uc010orf.2,uc010org.2	2424.06	2229.84	2401.99	31.82	21.1
ACADS	uc001tza.4,uc010szl.1	1515.49	1321.27	1334	29.83	19.77
ACADSB	uc001lhb.3,uc010qub.2	5941	5746.78	970	4.99	3.31
ACADVL	uc002gev.4,uc002gew.4,uc002gex.4,uc010vtp.3,uc010vtq.2	2275.8	2081.58	11891	168.76	111.88
ACAN	uc002bmx.3,uc002bna.2,uc010upo.1,uc010upp.1	7561	7366.78	0	0	0
ACAP1	uc002ggd.2	2508	2313.78	5	0.06	0.04
ACAP2	uc003fun.4,uc003fuo.3	7150.76	6956.55	4624.06	19.64	13.02
ACAP3	uc001ady.2,uc001aea.2,uc001aeb.2,uc001aec.1	3713.12	3518.9	590	4.95	3.28
ACAT1	uc001pjw.1,uc001pjx.3,uc001pjy.3	2135.15	1940.93	2599	39.56	26.23
ACAT2	uc010kjy.3,uc011efw.2,uc031sqw.1	1551.86	1357.64	2128	46.3	30.7
ACBD3	uc001hpy.3	3565	3370.78	3360	29.45	19.52
ACBD4	uc002iic.3,uc002iid.2,uc002iie.3,uc002iif.3,uc010dae.3,uc010wjj.2	1920.61	1726.39	403	6.9	4.57
ACBD5	uc001ito.3,uc001itp.3,uc001itq.3,uc001itr.2,uc010qdm.3,uc010qdn.3,uc010qdo.3,uc010qdp.2	3858.57	3664.35	10360.21	83.52	55.37
ACBD6	uc001gog.3	1616	1421.78	1648	34.24	22.7
ACBD7	uc001inv.3,uc010qby.1	3370	3175.78	45.03	0.42	0.28
ACCS	uc001mxx.2,uc009yks.1,uc010rfm.1,uc010rfn.2	1791.5	1597.28	163.99	3.03	2.01
ACCSL	uc001mxw.1,uc009ykr.2	1843.5	1649.28	0	0	0
ACD	uc002etp.4,uc002etq.4,uc002etr.4,uc010vjt.1	2071.61	1877.39	918	14.45	9.58
ACE	uc002jau.2,uc002jav.2,uc002jaw.2,uc010ddu.2,uc010ddv.2,uc010wph.2,uc010wpi.2,uc010wpj.2,uc010wpk.2,uc031rdj.1	4896.84	4702.62	5296.99	33.28	22.06
ACE2	uc004cxa.1,uc004cxb.2	3458	3263.78	77	0.7	0.46
ACER1	uc002mel.2	1088	893.78	0	0	0
ACER2	uc003znx.1,uc003zny.1,uc003znz.1	2386.19	2191.97	165	2.22	1.47
ACER3	uc001oxu.2,uc009yul.1,uc009yum.1,uc009yun.1,uc009yuo.1,uc010rsg.1,uc010rsh.1,uc010rsi.1,uc010rsj.1	3207.55	3013.34	1148.01	11.25	7.46
ACHE	uc003uxd.3,uc003uxe.3,uc003uxf.3,uc003uxg.3,uc003uxh.3,uc003uxi.3,uc003uxj.1	2182.8	1988.58	226.01	3.36	2.23
ACIN1	uc001wio.4,uc001wip.4,uc001wiq.4,uc001wir.4,uc001wis.4,uc001wit.4,uc010akg.3,uc010tnj.2	4387.73	4193.51	4845	34.13	22.63
ACLY	uc002hyg.3,uc002hyh.3,uc002hyi.3,uc010wfx.2,uc010wfy.2	4348.82	4154.6	20328	144.55	95.83
ACMSD	uc002ttz.3,uc002tua.3	1262.96	1068.74	69	1.91	1.26
ACN9	uc003uoo.4	2057	1862.78	712	11.29	7.49
ACO1	uc003zqw.4,uc003zqx.4,uc003zqy.4,uc010mjh.1	3549.47	3355.25	2406	21.18	14.04
ACO2	uc003bac.3	2741	2546.78	5943	68.94	45.7
ACOT1	uc001xol.1,uc010tuc.3	1603	1408.78	297.61	6.24	4.14
ACOT11	uc001cxj.2,uc001cxk.3,uc001cxl.2,uc001cxm.2	2854.57	2660.35	775	8.61	5.71
ACOT12	uc003khl.4,uc003khm.3	1295	1100.83	0	0	0
ACOT13	uc003nek.3,uc010jpv.3	4106.94	3912.72	309	2.33	1.55
ACOT2	uc001xom.4,uc001xon.5	1683.67	1489.45	1293.39	25.65	17.01
ACOT4	uc001xoo.3	1632	1437.78	58	1.19	0.79
ACOT6	uc001xop.3	1004	809.78	0	0	0
ACOT7	uc001amq.3,uc001amr.3,uc001ams.3,uc001amt.3,uc001amu.3	1455.25	1261.03	4322.95	101.27	67.14
ACOT8	uc002xqa.2,uc002xqc.2,uc010zxe.2,uc010zxf.2	1220.72	1026.51	422	12.14	8.05
ACOT9	uc004dan.3,uc004dao.3,uc004dap.3,uc004dar.3,uc004dat.1,uc011mjt.2	1671.34	1477.12	1870	37.4	24.79
ACOX1	uc002jqe.3,uc002jqf.3,uc010wsq.2,uc010wsr.2	7590.53	7396.31	13893	55.49	36.79
ACOX2	uc003dkl.3	2309	2114.78	0	0	0
ACOX3	uc003glc.4,uc003gld.4,uc010idk.3	2866.29	2672.07	644	7.12	4.72
ACOXL	uc010yxk.1,uc021vmm.1,uc021vmn.1	2373	2178.78	5	0.07	0.04
