gene_id	transcript_id.s.	length	effective_length	expected_count	TPM	FPKM
AK056135	uc001vvv.1,uc002zkv.3	572.5	389.95	0	0	0
AK056182	uc001uxv.1	1910	1727.42	0	0	0
AK056196	uc003iva.1	2129	1946.42	0	0	0
AK056211	uc003nlp.1	2874	2691.42	0	0	0
AK056228	uc001qlq.1	2303	2120.42	0	0	0
AK056246	uc002vwf.1	2341	2158.42	0	0	0
AK056252	uc003fiz.1	2957	2774.42	0	0	0
AK056253	uc002cra.1	3176	2993.42	7	0.06	0.08
AK056267	uc002yew.1	3039	2856.42	0	0	0
AK056351	uc004bav.1	2350	2167.42	0	0	0
AK056368	uc001wpo.1	2097	1914.42	3	0.04	0.05
AK056396	uc001ejf.1	827	644.42	0	0	0
AK056431	uc001ezv.3	4112	3929.42	2	0.01	0.02
AK056432	uc002xwp.1	1874	1691.42	4.96	0.07	0.09
AK056485	uc003kkb.1	2957	2774.42	0	0	0
AK056486	uc001abu.1	3043	2860.42	0	0	0
AK056490	uc003bds.3	1771	1588.42	0	0	0
AK056505	uc021qsk.1	2936	2753.42	0	0	0
AK056524	uc004dfa.1	2687	2504.42	0	0	0
AK056584	uc003pce.3	3104	2921.42	0	0	0
AK056618	uc004agf.2	2904	2721.42	0	0	0
AK056623	uc003wpb.1	3512	3329.42	3	0.02	0.03
AK056625	uc002uve.1	3197	3014.42	0	0	0
AK056657	uc009wxo.1	2427	2244.42	0	0	0
AK056686	uc001zvi.1	2384	2201.42	0	0	0
AK056689	uc001vji.1	1518	1335.42	0	0	0
AK056780	uc003lpx.1	3091	2908.42	0	0	0
AK056817	uc003jnb.1	2757	2574.42	0	0	0
AK056897	uc003xrj.1	2387	2204.42	0	0	0
AK056973	uc002dyp.1	1124	941.42	0	0	0
AK056982	uc001mjn.1	1112	929.42	0	0	0
AK057177	uc003azp.1	2229	2046.42	0	0	0
AK057187	uc002rqj.1	1889	1706.42	0	0	0
AK057188	uc004agx.1	2222	2039.42	0	0	0
AK057218	uc002fey.1	2198	2015.42	0	0	0
AK057259	uc003uxm.1	1952	1769.42	7	0.1	0.13
AK057304	uc004dbv.2	1945	1762.42	0	0	0
AK057316	uc031pux.1	1769	1586.42	0	0	0
AK057317	uc002hhw.1	1031	848.42	0	0	0
AK057321	uc003tcy.3	1766	1583.42	24.54	0.39	0.5
AK057332	uc003yqy.1	1746	1563.42	0	0	0
AK057379	uc003sxp.1	1870	1687.42	0	0	0
AK057438	uc001frl.1	1041	858.42	0	0	0
AK057448	uc003ypf.1	1973	1790.42	0	0	0
AK057451	uc004bad.1	1544	1361.42	0	0	0
AK057455	uc003ife.1	1771	1588.42	0	0	0
AK057471	uc001vii.1	1878	1695.42	0	0	0
AK057473	uc002gyg.1	2405	2222.42	0	0	0
AK057513	uc031qwk.1	2028	1845.42	0	0	0
AK057515	uc003wzt.1	1633	1450.42	0	0	0
AK057519	uc004eqv.3	2123	1940.42	0	0	0
AK057554	uc001fso.1	2596	2413.42	0	0	0
AK057596	uc002sux.1	2951	2768.42	0	0	0
AK057604	uc002ysp.3	957	774.42	0	0	0
AK057657	uc002czn.3	3758	3575.42	0	0	0
AK057681	uc001okf.1	1429	1246.42	0	0	0
AK057689	uc021tll.1	695	512.42	2.01	0.1	0.13
AK057719	uc004bsl.1	2055	1872.42	0	0	0
AK057766	uc031sxp.1	848	665.42	0	0	0
AK057873	uc003svz.1	1999	1816.42	0	0	0
AK057887	uc002fih.3	3734	3551.42	0	0	0
AK057897	uc021tyt.1	1942	1759.42	8	0.11	0.15
AK057978	uc003vqv.1	2964	2781.42	1	0.01	0.01
AK058136	uc003hzi.1	1433	1250.42	0	0	0
AK058177	uc003qud.1	1300	1117.42	0	0	0
AK074396	uc004bzl.3	1346	1163.42	0	0	0
AK074469	uc002ymc.1	1428	1245.42	0	0	0
AK074476	uc003akv.1	3330	3147.42	0	0	0
AK074615	uc002riw.3	3093	2910.42	2	0.02	0.02
AK075019	uc002dsh.1	1840	1657.42	9.94	0.15	0.19
AK075337	uc002nrv.1	327	146.31	0	0	0
AK090553	uc002oya.1	1047	864.42	0	0	0
AK090593	uc003skf.1	1974	1791.42	0	0	0
AK090604	uc002hxc.1	611	428.43	0	0	0
AK090674	uc002ist.1	3158	2975.42	0	0	0
AK090681	uc002wfu.1	1802	1619.42	0	0	0
AK090688	uc003qup.1	2044	1861.42	0	0	0
AK090700	uc001dre.1	2447	2264.42	1.58	0.02	0.02
AK090736	uc021qao.1	2584	2401.42	0	0	0
AK090788	uc003qul.1	1063	880.42	0	0	0
AK090844	uc001ctg.1	2762	2579.42	2	0.02	0.02
AK090854	uc001vkt.1	2615	2432.42	0	0	0
AK090895	uc003dku.1	2203	2020.42	0	0	0
AK090904	uc003ifn.3	2963	2780.42	0	0	0
AK090973	uc004eln.1	2293	2110.42	0	0	0
AK091028	uc003mtv.3	2587	2404.42	0	0	0
AK091070	uc002nsv.3	3631	3448.42	0	0	0
AK091102	uc002kmj.1	1917	1734.42	0	0	0
AK091265	uc003fto.1	1549	1366.42	0	0	0
AK091275	uc001pxw.1	2908	2725.42	0	0	0
AK091365	uc003ppd.1	1984	1801.42	0	0	0
AK091593	uc022ars.2	3015	2832.42	0	0	0
AK091624	uc002amo.3	2372	2189.42	0	0	0
AK091688	uc001eqh.1	2513	2330.42	0	0	0
AK091729	uc010lhv.1	1986	1803.42	8.03	0.11	0.14
AK091866	uc003kjy.1	2672	2489.42	0	0	0
AK091889	uc003gna.1	2228	2045.42	0	0	0
AK091906	uc001zyw.1	1973	1790.42	0	0	0
AK091996	uc001omv.1	3387	3204.42	0	0	0
AK092048	uc003uhq.1	3218	3035.42	0	0	0
AK092080	uc002nrr.1	1970	1787.42	0	0	0
AK092087	uc001zit.1	2727	2544.42	0	0	0
AK092098	uc001nxu.1	3437	3254.42	1.03	0.01	0.01
AK092135	uc001njj.1	2781	2598.42	0	0	0
AK092150	uc002nrs.1	1643	1460.42	1.09	0.02	0.02
AK092251	uc031psa.1	3300	3117.42	0	0	0
AK092313	uc022atw.1	4263	4080.42	0	0	0
AK092331	uc001lda.1	3884	3701.42	32.17	0.22	0.28
AK092380	uc003qqu.1	3494	3311.42	0	0	0
AK092451	uc003mwg.1	2277	2094.42	0	0	0
AK092541	uc003ncv.1	1930	1747.42	0	0	0
AK092589	uc001wxh.1	859	676.42	0	0	0
AK092619	uc003ezs.1	1958	1775.42	0	0	0
AK092965	uc010cyf.1	1980	1797.42	0	0	0
AK093002	uc002fft.1	2211	2028.42	0	0	0
AK093026	uc002vdu.1	2199	2016.42	0	0	0
AK093107	uc003bik.1	1786	1603.42	0	0	0
AK093114	uc003quk.1	1819	1636.42	0	0	0
AK093124	uc001sqq.1	1975	1792.42	0	0	0
AK093193	uc001sxh.1	1751	1568.42	0	0	0
AK093203	uc003hdc.1	1991	1808.42	0	0	0
AK093205	uc003gsm.1	1979	1796.42	0	0	0
AK093214	uc001gkr.1	1945	1762.42	0	0	0
AK093219	uc001kgx.1	1860	1677.42	0	0	0
AK093256	uc003pwo.1	2014	1831.42	0	0	0
AK093264	uc003iua.1	2270	2087.42	0	0	0
AK093299	uc001fvj.1	1578	1395.42	0	0	0
AK093301	uc001ybb.1	1990	1807.42	0	0	0
AK093356	uc003hws.1	827	644.42	0	0	0
AK093362	uc003jge.1	1687	1504.42	0	0	0
AK093363	uc004bcy.1	2054	1871.42	0	0	0
AK093370	uc003xvb.1	1762	1579.42	0	0	0
AK093381	uc003evf.1	1824	1641.42	0	0	0
AK093403	uc003mti.1	1727	1544.42	0	0	0
AK093412	uc003wpn.1	1807	1624.42	0	0	0
AK093416	uc003igh.1	2012	1829.42	0	0	0
AK093443	uc004aci.2	4111	3928.42	0	0	0
AK093513	uc003qef.1	1802	1619.42	0	0	0
AK093519	uc002wfp.1	2808	2625.42	0	0	0
AK093525	uc002rcf.1	1871	1688.42	0	0	0
AK093534	uc002yac.1	488	305.52	0	0	0
AK093551	uc002idi.1	2287	2104.42	0	0	0
AK093552	uc001wds.1	1951	1768.42	0	0	0
AK093555	uc031rkg.1	1826	1643.42	0	0	0
AK093600	uc021sxp.1	1903	1720.42	0	0	0
AK093758	uc001zfp.1	1010	827.42	0	0	0
AK093892	uc001xmh.1	2941	2758.42	0	0	0
AK093898	uc001pdl.1	2316	2133.42	0	0	0
AK093940	uc002lfu.1	3067	2884.42	0	0	0
AK094117	uc001pkw.1	1693	1510.42	1	0.02	0.02
AK094156	uc001elb.4,uc009wka.2	4847.5	4664.92	0	0	0
AK094188	uc002nrw.1	2480	2297.42	0	0	0
AK094196	uc003znp.1	1681	1498.42	0	0	0
AK094280	uc004ere.1	1874	1691.42	0	0	0
AK094325	uc001mxr.1	2020	1837.42	0	0	0
AK094342	uc003zku.1	1959	1776.42	0	0	0
AK094343	uc002rvu.1	1892	1709.42	0	0	0
AK094352	uc002bsu.1	2012	1829.42	0	0	0
AK094413	uc004bbl.1	1691	1508.42	0	0	0
AK094462	uc003jdi.1	1826	1643.42	0	0	0
AK094480	uc003faz.1	1374	1191.42	0	0	0
AK094525	uc003wtj.3	3352	3169.42	0	0	0
AK094561	uc003hxh.1	869	686.42	0	0	0
AK094577	uc003zde.1	2625	2442.42	0	0	0
AK094599	uc002ttk.1	2791	2608.42	0	0	0
AK094611	uc021uls.1	5314	5131.42	0	0	0
AK094621	uc003jka.1	3826	3643.42	0	0	0
AK094639	uc003crm.3	3123	2940.42	0	0	0
AK094644	uc004acj.1,uc004acr.1	2250	2067.42	0	0	0
AK094674	uc001ooz.2	2376	2193.42	0	0	0
AK094692	uc001agf.1	1048	865.42	0	0	0
AK094733	uc001rfu.1	1920	1737.42	0	0	0
AK094786	uc021rgm.1	4741	4558.42	0	0	0
AK094818	uc001gic.1	3120	2937.42	0	0	0
AK094859	uc001kyd.1	2743	2560.42	0	0	0
AK094909	uc003ipy.1	2055	1872.42	0	0	0
AK094915	uc003vts.1	1835	1652.42	0	0	0
AK094916	uc001hnr.1	3315	3132.42	0	0	0
AK094929	uc002bmd.3	2606	2423.42	0	0	0
AK094934	uc003mwn.1	3162	2979.42	1	0.01	0.01
AK094945	uc003iux.1	2161	1978.42	0	0	0
AK094963	uc002jiu.1	3032	2849.42	0	0	0
AK094985	uc003kmo.1	2245	2062.42	0	0	0
AK094990	uc001vmm.3	3106	2923.42	0	0	0
AK095045	uc002lch.1	2468	2285.42	0	0	0
AK095057	uc021yjh.1	3550	3367.42	6.79	0.05	0.06
AK095081	uc021qso.2	1417	1234.42	0	0	0
AK095112	uc002ivg.1	4056	3873.42	0	0	0
AK095132	uc004are.1	2745	2562.42	0	0	0
AK095151	uc003ykp.1	2048	1865.42	0	0	0
AK095179	uc002glk.1	3927	3744.42	6.11	0.04	0.05
AK095187	uc001qeg.1	2323	2140.42	0	0	0
AK095210	uc004aiu.1	2078	1895.42	0	0	0
AK095221	uc021uqd.1	2987	2804.42	0	0	0
AK095242	uc003cks.3	4040	3857.42	27.72	0.18	0.23
AK095267	uc021qsm.1	1457	1274.42	0	0	0
AK095285	uc003hoz.1	2838	2655.42	0	0	0
AK095310	uc002qxh.1	2344	2161.42	0	0	0
AK095335	uc002ayf.1	2843	2660.42	0	0	0
AK095365	uc001qlr.1	3004	2821.42	0	0	0
AK095366	uc003eda.1,uc003edb.1	1351	1168.42	0	0	0
AK095439	uc004ewr.1	3307	3124.42	0	0	0
AK095498	uc002tcm.1	3033	2850.42	0	0	0
AK095546	uc002ndl.1	2675	2492.42	0	0	0
AK095583	uc003ubp.3	5002	4819.42	0	0	0
AK095618	uc002fci.1	1642	1459.42	0	0	0
AK095621	uc002krf.1	2057	1874.42	1	0.01	0.02
AK095633	uc001hco.2	2756	2573.42	0	0	0
AK095699	uc001ihd.1	2390	2207.42	0	0	0
AK095700	uc001ubf.2	2562	2379.42	1	0.01	0.01
AK095721	uc002gzo.1	2901	2718.42	0	0	0
AK095988	uc003bgk.1	5829	5646.42	0	0	0
AK096023	uc003omt.1	1880	1697.42	0	0	0
AK096066	uc002eyi.1	2242	2059.42	0	0	0
AK096159	uc004afb.1	2045	1862.42	11	0.15	0.19
AK096219	uc003mvi.1	2108	1925.42	0	0	0
AK096230	uc001ukg.2	3680	3497.42	0	0	0
AK096233	uc001rnk.1	2204	2021.42	0	0	0
AK096249	uc004cfq.2	875	692.42	0	0	0
AK096291	uc001dbl.3	2188	2005.42	0	0	0
AK096314	uc001qya.1	2830	2647.42	20	0.19	0.24
AK096329	uc001ggy.1	2127	1944.42	0	0	0
AK096335	uc001nkt.1	2790	2607.42	0	0	0
AK096379	uc004dqc.2	2410	2227.42	0	0	0
AK096395	uc001qpq.1	2196	2013.42	0	0	0
AK096475	uc001mmy.1	3256	3073.42	0	0	0
AK096499	uc002uux.1	2528	2345.42	0	0	0
AK096549	uc003mvs.1	2580	2397.42	0	0	0
AK096592	uc001xqo.1	3327	3144.42	0	0	0
AK096622	uc002pdz.1	3230	3047.42	0	0	0
AK096718	uc001gla.2	3021	2838.42	0	0	0
AK096766	uc003tgm.1	1277	1094.42	0	0	0
AK096792	uc003ipu.1	1552	1369.42	0	0	0
AK096803	uc003uxn.1	2083	1900.42	0	0	0
AK096834	uc004ahc.1	2554	2371.42	0	0	0
AK096898	uc001xbd.1	787	604.42	0	0	0
AK096932	uc001tvk.1	2088	1905.42	0	0	0
AK096976	uc021wmv.1	2242	2059.42	0	0	0
AK096982	uc021tfy.1	1565	1382.42	79.82	1.44	1.86
AK096987	uc001nji.1	2901	2718.42	0	0	0
AK096995	uc003ilv.1	2209	2026.42	0	0	0
AK097012	uc021ump.1	1986	1803.42	0	0	0
AK097119	uc001ynw.1	3277	3094.42	2.03	0.02	0.02
AK097142	uc021qsl.1	2270	2087.42	0	0	0
AK097143	uc003qit.1	2110	1927.42	7	0.09	0.12
AK097161	uc003fcw.1	2425	2242.42	0	0	0
AK097184	uc031pru.1	2219	2036.42	0	0	0
AK097190	uc003dpb.1	2287	2104.42	0	0	0
AK097193	uc001czt.1	2344	2161.42	0	0	0
AK097242	uc003lxy.1	2686	2503.42	0	0	0
AK097288	uc003jox.1	3851	3668.42	0	0	0
AK097289	uc003uzi.1	3743	3560.42	0	0	0
AK097351	uc002pnb.1	684	501.42	0	0	0
AK097370	uc002opk.1	2237	2054.42	1	0.01	0.02
AK097428	uc003vhr.4	1958	1775.42	0	0	0
AK097432	uc002bhm.2	1450	1267.42	0	0	0
AK097447	uc004ami.1	2208	2025.42	0	0	0
AK097453	uc002dwo.2	2990	2807.42	0	0	0
AK097472	uc002duc.1	2440	2257.42	3	0.03	0.04
AK097493	uc002ntb.1	617	434.43	0	0	0
AK097500	uc002gml.1	2271	2088.42	0	0	0
AK097527	uc002dvv.1	1799	1616.42	0	0	0
AK097571	uc001cvn.1	1275	1092.42	0	0	0
AK097585	uc003ncu.1	2132	1949.42	0	0	0
AK097590	uc002pze.1,uc002pzf.1	1325.5	1142.93	0	0	0
AK097618	uc031rna.1	1643	1460.42	0	0	0
AK097622	uc002ioy.1	1754	1571.42	0	0	0
AK097624	uc001kdj.1	2047	1864.42	0	0	0
AK097625	uc003nog.1	2261	2078.42	0	0	0
AK097658	uc002iye.1	1603	1420.42	0	0	0
AK097686	uc003kqq.1,uc003kqr.1	949.5	766.94	0	0	0
AK097694	uc002fnh.1	1768	1585.42	0	0	0
AK097701	uc003icx.1	1821	1638.42	0	0	0
AK097702	uc003ttk.1	2283	2100.42	0	0	0
AK097706	uc004bdc.1	2277	2094.42	0	0	0
AK097722	uc001dja.1	1747	1564.42	0	0	0
AK097759	uc002pyw.1	1905	1722.42	0	0	0
AK097787	uc003arg.3	1964	1781.42	0	0	0
AK097791	uc003atl.1	1945	1762.42	0	0	0
AK097794	uc003fbw.1	1640	1457.42	0	0	0
AK097803	uc011mhl.1	1681	1498.42	6.16	0.1	0.13
AK097814	uc001ahx.2	1808	1625.42	0	0	0
AK097816	uc001vic.1	1600	1417.42	0	0	0
AK097829	uc002bta.1	2284	2101.42	0	0	0
AK097836	uc002wmy.1	1929	1746.42	0	0	0
AK097853	uc003owl.1	1374	1191.42	0	0	0
AK097866	uc002ybq.1	2000	1817.42	0	0	0
AK097878	uc021qgl.1	2272	2089.42	27	0.32	0.42
AK097902	uc002asi.1	2121	1938.42	0	0	0
AK097910	uc003vpv.1	2127	1944.42	0	0	0
AK097921	uc001frs.1	540	357.46	0	0	0
AK097934	uc002wcs.1	2170	1987.42	0	0	0
AK097952	uc002sdf.1	1977	1794.42	0	0	0
AK097957	uc001qrf.1	2434	2251.42	7.46	0.08	0.11
AK098012	uc003nrp.1	2052	1869.42	0	0	0
AK098067	uc002xti.1	2884	2701.42	0	0	0
AK098095	uc003vwb.1	2750	2567.42	0	0	0
AK098198	uc001lca.1	1043	860.42	0	0	0
AK098263	uc004aan.1	2096	1913.42	0	0	0
AK098303	uc021wea.1	2308	2125.42	0	0	0
AK098333	uc003huc.2	3051	2868.42	0	0	0
AK098438	uc001bep.1	2057	1874.42	6.93	0.09	0.12
AK098481	uc031qqb.1	2152	1969.42	0	0	0
AK098491	uc002gbx.1	2536	2353.42	0	0	0
AK098548	uc001kjl.1	945	762.42	0	0	0
AK098560	uc001vih.1	1525	1342.42	0	0	0
AK098570	uc003jha.1,uc003jhb.1	728	545.42	0	0	0
AK098656	uc002ffr.1	1338	1155.42	0	0	0
AK098665	uc003nct.1	1746	1563.42	0	0	0
AK098705	uc003mad.1	1489	1306.42	0	0	0
AK098727	uc003aup.3	2398	2215.42	0	0	0
AK098763	uc003ewf.2	2568	2385.42	0	0	0
AK098769	uc022abb.1	2407	2224.42	0	0	0
AK098783	uc004dgk.1	1961	1778.42	0	0	0
AK1	uc004bsm.4	2266	2083.42	422	5.04	6.53
AK122764	uc002qiq.1	787	604.42	2	0.08	0.11
AK123067	uc001jah.1	1298	1115.42	0	0	0
AK123141	uc003tsz.3	3644	3461.42	0	0	0
AK123177	uc001hgu.2	1948	1765.42	0	0	0
AK123181	uc001uba.1	2554	2371.42	0	0	0
AK123263	uc002goc.1	2800	2617.42	0	0	0
AK123292	uc003hym.1	2810	2627.42	0	0	0
AK123298	uc002unc.1	1955	1772.42	0	0	0
AK123300	uc003sqr.1	1410	1227.42	0	0	0
AK123314	uc022boz.1	4190	4007.42	0	0	0
AK123332	uc021tec.1	3583	3400.42	0	0	0
AK123393	uc021pna.1	2877	2694.42	0	0	0
AK123416	uc003prp.3	2458	2275.42	0	0	0
AK123440	uc001isl.1	1640	1457.42	0	0	0
AK123450	uc001dcb.1	1704	1521.42	0	0	0
AK123459	uc001vjx.1	2039	1856.42	5.05	0.07	0.09
AK123543	uc003lxm.1	2664	2481.42	0	0	0
AK123582	uc002fhs.1	2551	2368.42	0	0	0
AK123584	uc001voi.1	2796	2613.42	2.09	0.02	0.03
AK123617	uc002tji.1	3471	3288.42	0	0	0
AK123632	uc003apt.1	609	426.43	0	0	0
AK123654	uc021rjj.1	3072	2889.42	0	0	0
AK123675	uc021ouz.1	1163	980.42	0	0	0
AK123758	uc004del.1	2691	2508.42	0	0	0
AK123771	uc010dhe.2	2937	2754.42	7	0.06	0.08
AK123816	uc003lux.1	2177	1994.42	0	0	0
AK123826	uc002faj.1	2793	2610.42	0	0	0
AK123834	uc021opn.1	2002	1819.42	0	0	0
AK123868	uc003kbl.1	2767	2584.42	0	0	0
AK123872	uc002xhn.1	2589	2406.42	3	0.03	0.04
AK123878	uc001yif.2	2963	2780.42	0	0	0
AK123889	uc003obd.1	3458	3275.42	3.32	0.03	0.03
AK123891	uc003amw.1	1883	1700.42	0	0	0
AK123934	uc002rnf.1,uc002rng.3	1096.5	913.92	0	0	0
AK123947	uc001pyd.1	3334	3151.42	0	0	0
AK123976	uc004esi.1	2102	1919.42	0	0	0
AK123998	uc021zyp.1	2431	2248.42	3.05	0.03	0.04
AK124056	uc001hpe.1	1530	1347.42	0	0	0
AK124066	uc001stv.1	1791	1608.42	0	0	0
AK124121	uc031pwv.1	1937	1754.42	0	0	0
AK124130	uc010ixm.1	2089	1906.42	36.56	0.48	0.62
AK124131	uc001ywl.3	4295	4112.42	0	0	0
AK124179	uc001pkv.1	2086	1903.42	0	0	0
AK124194	uc002yli.1	2908	2725.42	0	0	0
AK124197	uc001avl.1	4052	3869.42	0	0	0
AK124226	uc001lkg.1	3086	2903.42	0	0	0
AK124233	uc001vrq.3	3598	3415.42	18	0.13	0.17
AK124262	uc003xuc.1	2444	2261.42	0	0	0
AK124272	uc003hei.1	2648	2465.42	0	0	0
AK124308	uc003ugw.1	1965	1782.42	0	0	0
AK124326	uc010rul.2	1865	1682.42	1	0.01	0.02
AK124327	uc001xta.1	1817	1634.42	0	0	0
AK124399	uc003iir.1	2839	2656.42	0	0	0
AK124433	uc003dmq.1	2185	2002.42	5.42	0.07	0.09
AK124439	uc002rll.1	1883	1700.42	0	0	0
AK124465	uc021tyg.1	2623	2440.42	0	0	0
AK124484	uc003qqc.1	1508	1325.42	0	0	0
AK124523	uc022bjc.1	2238	2055.42	16	0.19	0.25
AK124578	uc021xkg.1	5058	4875.42	0	0	0
AK124673	uc001zbe.1	4438	4255.42	0	0	0
AK124680	uc003lzd.1	2308	2125.42	0	0	0
AK124682	uc003xco.1	3879	3696.42	0	0	0
AK124806	uc021vqh.1	3061	2878.42	0	0	0
AK124820	uc003ade.1	2613	2430.42	0	0	0
AK124832	uc002itt.1	2645	2462.42	0	0	0
AK124857	uc003bqo.1	2683	2500.42	0	0	0
AK124930	uc021pmy.1	2258	2075.42	2.26	0.03	0.04
AK124939	uc021ssa.1	1839	1656.42	0	0	0
AK124950	uc003pho.1	1862	1679.42	0	0	0
AK124970	uc001hog.1	2669	2486.42	3	0.03	0.04
AK124973	uc003fwk.1	1829	1646.42	0	0	0
AK125001	uc002uns.1	1765	1582.42	0	0	0
AK125040	uc021qsp.1	3335	3152.42	0	0	0
AK125051	uc002sjc.1	5127	4944.42	0	0	0
AK125078	uc001alp.1	847	664.42	0	0	0
AK125128	uc003pca.1	3739	3556.42	0	0	0
AK125157	uc021vuo.1	1360	1177.42	0	0	0
AK125212	uc003pbg.3	2483	2300.42	11	0.12	0.15
AK125237	uc001itt.1	643	460.43	0	0	0
AK125257	uc003ito.1	1328	1145.42	0	0	0
AK125288	uc004efp.1	2006	1823.42	0	0	0
AK125301	uc004ebq.1	2524	2341.42	0	0	0
AK125311	uc003tnu.1	1947	1764.42	0	0	0
AK125333	uc001qmd.1	5977	5794.42	0	0	0
AK125397	uc001wdt.1	1467	1284.42	0	0	0
AK125412	uc001ohg.1	2375	2192.42	2	0.02	0.03
AK125437	uc001ass.2	3728	3545.42	0	0	0
AK125463	uc001opt.1	2576	2393.42	0	0	0
AK125489	uc002dqx.1	1930	1747.42	0	0	0
AK125500	uc003cyi.1	2755	2572.42	0	0	0
AK125516	uc002ale.1	2978	2795.42	0	0	0
AK125532	uc003dmi.1	2428	2245.42	0	0	0
AK125558	uc003bup.1	3009	2826.42	0	0	0
AK125594	uc002wpc.3	2027	1844.42	0	0	0
AK125598	uc021tpi.1	2545	2362.42	1.48	0.02	0.02
AK125599	uc003whs.1	2309	2126.42	0	0	0
AK125676	uc001rbh.3	1398	1215.42	0	0	0
AK125684	uc001jzm.1	1922	1739.42	0	0	0
AK125686	uc002nrp.1	1585	1402.42	0	0	0
AK125699	uc001lku.1	2683	2500.42	1	0.01	0.01
AK125701	uc002eyu.3	1741	1558.42	0	0	0
AK125726	uc003elf.1,uc003elh.1	1570	1387.42	8	0.14	0.19
AK125727	uc001xsu.1	1677	1494.42	1	0.02	0.02
AK125737	uc021ohf.2	2520	2337.42	0	0	0
AK125749	uc002fjt.1	1650	1467.42	0	0	0
AK125759	uc001ehp.1	1834	1651.42	0	0	0
AK125769	uc002rhy.1	1966	1783.42	0	0	0
AK125821	uc001oxi.1	4228	4045.42	0	0	0
AK125858	uc002nwk.1	5302	5119.42	0	0	0
AK125860	uc003xbu.1	4076	3893.42	0	0	0
AK125871	uc002sft.1	4285	4102.42	0	0	0
AK125955	uc001wuk.2	3460	3277.42	0	0	0
AK125960	uc002sne.1	3662	3479.42	0	0	0
AK125994	uc002tgs.2	3026	2843.42	0	0	0
AK126042	uc031qnp.1	2901	2718.42	0	0	0
AK126075	uc002lbc.1	3181	2998.42	0	0	0
AK126080	uc004adr.1	3223	3040.42	0	0	0
AK126180	uc002wcb.2	2371	2188.42	0	0	0
AK126213	uc003jll.1	1778	1595.42	0	0	0
AK126225	uc021xwe.1	1694	1511.42	0	0	0
AK126251	uc031skf.1	2642	2459.42	0	0	0
AK126253	uc003iwe.1	2040	1857.42	0	0	0
AK126266	uc003ipt.1,uc003ipv.1	717	534.42	2	0.09	0.12
AK126278	uc001vtl.1	1939	1756.42	8	0.11	0.15
AK126286	uc002bwo.1	2807	2624.42	7	0.07	0.09
AK126307	uc003boy.1	3948	3765.42	0	0	0
AK126318	uc002ivh.1	4722	4539.42	0	0	0
AK126334	uc003pby.1	3815	3632.42	0	0	0
AK126351	uc002uab.1	4067	3884.42	0	0	0
AK126380	uc001luy.2	4686	4503.42	0	0	0
AK126532	uc002mbg.1	2949	2766.42	0	0	0
AK126539	uc002dax.1	3552	3369.42	0.93	0.01	0.01
AK126616	uc003mie.3	972	789.42	0	0	0
AK126635	uc001lsk.1	1828	1645.42	0	0	0
AK126693	uc002lsi.1	3571	3388.42	0	0	0
AK126717	uc002wgc.1	965	782.42	0	0	0
AK126744	uc002ycj.1	3210	3027.42	0	0	0
AK126852	uc002fkt.1	3468	3285.42	0	0	0
AK127026	uc011keu.1	3407	3224.42	0	0	0
AK127048	uc003slj.1	4481	4298.42	0	0	0
AK127087	uc004arr.1	3740	3557.42	0	0	0
AK127120	uc003qvx.1	4518	4335.42	0	0	0
AK127124	uc002try.1	1460	1277.42	46	0.9	1.16
AK127179	uc001yee.1	2331	2148.42	0	0	0
AK127183	uc003ykw.2	2770	2587.42	0	0	0
AK127190	uc003cuz.1	3447	3264.42	0	0	0
AK127191	uc002dml.1	2907	2724.42	0	0	0
AK127224	uc003mil.1	4488	4305.42	0	0	0
AK127270	uc001cyi.1	4063	3880.42	0	0	0
AK127339	uc003skl.1	4817	4634.42	0	0	0
AK127378	uc002fqm.2	1003	820.42	0	0	0
AK127380	uc004eqc.1	1756	1573.42	0	0	0
AK127400	uc002ugc.1	2184	2001.42	0	0	0
AK127443	uc003wzq.1	3035	2852.42	0	0	0
AK127472	uc003qaq.1	3574	3391.42	0	0	0
AK127555	uc003nar.3	3133	2950.42	0	0	0
AK127557	uc003fif.1	3125	2942.42	0	0	0
AK127609	uc003fvw.1	2096	1913.42	0	0	0
AK127697	uc004dgj.1	2924	2741.42	0	0	0
AK127787	uc002lgd.1	4071	3888.42	0	0	0
AK127846	uc002qao.3	4051	3868.42	0	0	0
AK127888	uc002kwf.2	1352	1169.42	0	0	0
AK127919	uc002jyv.2	3133	2950.42	0	0	0
AK127963	uc003zln.1	1944	1761.42	0	0	0
AK127966	uc003wll.1	2470	2287.42	0	0	0
AK127969	uc010aeh.1	3223	3040.42	0	0	0
AK127974	uc002gxc.1	2333	2150.42	0	0	0
AK128013	uc001sqz.1	1962	1779.42	0	0	0
AK128059	uc001qgn.1	4335	4152.42	0	0	0
AK128153	uc004cma.1	2907	2724.42	5	0.05	0.06
AK128202	uc003esv.1	3538	3355.42	0	0	0
AK128216	uc003xzk.2	3261	3078.42	0	0	0
AK128252	uc002xch.3	2675	2492.42	0	0	0
AK128346	uc003fux.1	2732	2549.42	0	0	0
AK128361	uc021uys.1	1865	1682.42	0	0	0
AK128400	uc003wpf.1	3993	3810.42	0	0	0
AK128414	uc004cof.1	3222	3039.42	0	0	0
AK128439	uc002ezo.1	3609	3426.42	0	0	0
AK128486	uc003jvf.1	1625	1442.42	0	0	0
