gene_id	transcript_id.s.	length	effective_length	expected_count	TPM	FPKM
AARSD1	uc010cyu.2,uc031raq.1	1038	817.64	26.69	1.36	3.3
AASDH	uc003hbn.3,uc003hbo.3,uc003hbp.3,uc003hbq.1,uc010ihb.3,uc010ihc.3,uc011caa.2,uc011cab.2	2957	2736.64	26	0.4	0.96
AASDHPPT	uc001pjc.1,uc001pjd.1,uc010rvn.1	2739	2518.64	172	2.85	6.91
AASS	uc003vka.3,uc003vkb.3,uc011knu.2,uc011knv.2,uc011knw.2	4456	4235.64	31	0.31	0.74
AATF	uc002hni.3	2141	1920.64	174	3.79	9.16
AATK	uc010dhz.3,uc010dia.3,uc021ueu.1	4477	4256.64	0	0	0
AATK-AS1	uc010wuk.1,uc010wul.1	1537	1316.64	0	0	0
AB000466	uc003ggg.1	3001	2780.64	0	0	0
AB007962	uc001eso.1	5053	4832.64	0	0	0
AB059369	uc021xlu.1	123	0	0	0	0
AB062081	uc011mvt.1	407	187.7	0.85	0.19	0.46
AB062083	uc021tnv.1,uc021tny.1	188.5	22.6	0	0	0
AB073649	uc003qhb.3	2906	2685.64	0	0	0
AB074160	uc003tqd.3	4334	4113.64	0	0	0
AB074162	uc004bos.3	2239	2018.64	0	0	0
AB074166	uc009wle.2	4851	4630.64	0	0	0
AB074188	uc003jrq.3	2094	1873.64	0	0	0
AB075489	uc021oly.1	2862	2641.64	0	0	0
AB075492	uc021zhg.1	2631	2410.64	8	0.14	0.34
AB209061	uc002dtz.1	4067	3846.64	0	0	0
AB209185	uc003ydc.1	1912	1691.64	0	0	0
AB209315	uc021wef.1	1927	1706.64	0	0	0
AB209621	uc031rzy.1	5446	5225.64	0	0	0
AB231702	uc001nok.2	877	656.64	0	0	0
AB231703	uc001oco.3	217	22.03	0	0	0
AB231705	uc001pli.1	707	486.66	0	0	0
AB231710	uc001pqd.3	247	42.19	0	0	0
AB231711	uc009yzi.2	153	0	0	0	0
AB231721	uc001nne.1	206	15.93	0	0	0
AB231722	uc001nnk.1	158	0	0	0	0
AB231723	uc001piq.1	174	3.32	0	0	0
AB231724	uc001phf.3	157	0	0	0	0
AB231729	uc001now.2	411	191.63	0	0	0
AB231731	uc001nov.2	529	308.82	0	0	0
AB231739	uc021qjc.1	289	76.41	0	0	0
AB231741	uc021qjd.1	198	12.02	0	0	0
AB231742	uc001njg.1	163	1.09	0	0	0
AB231761	uc001npw.1	143	0	0	0	0
AB231779	uc001lxz.1	886	665.64	0	0	0
AB231784	uc001pcz.3	167	1.76	0	0	0
AB240015	uc002bfp.1	590	369.72	0	0	0
AB372727	uc011arw.2	94	0	0	0	0
AB429224	uc009ypx.3	1155	934.64	41	1.83	4.44
AB488780	uc021qqx.1	628	407.69	0	0	0
AB586698	uc021pjs.1	274	63.61	0	0	0
ABAT	uc002czc.4,uc002czd.4,uc010buh.3,uc010bui.3,uc021tcs.1	4657.8	4437.44	0	0	0
ABCA1	uc004bcl.3,uc004bcm.3,uc010mti.1	10502	10281.64	22	0.09	0.22
ABCA10	uc002jhz.3,uc010dfa.1,uc010dfb.1,uc010dfc.1,uc010wqs.1,uc010wqt.1	3274	3053.64	0	0	0
ABCA11P	uc003gac.2,uc003gad.3,uc003gae.3,uc010ibd.2,uc011buv.2	1661	1440.64	47.93	1.39	3.36
ABCA12	uc002vev.3,uc002vew.3,uc010zjn.2	8085	7864.64	9	0.05	0.12
ABCA13	uc003top.2,uc003toq.2,uc003tos.1,uc010kyr.2,uc010kys.2,uc010kyt.1,uc010kyu.1,uc031sxg.1,uc031sxh.1	13904.72	13684.36	655	2	4.84
ABCA17P	uc002cqa.1,uc002cqb.1,uc002cqc.1	2118.33	1898.27	0	0	0
ABCA2	uc004ckl.1,uc004ckm.1,uc004ckn.1,uc004cko.1,uc010nca.3,uc011mem.1,uc022bpy.1,uc022bpz.1,uc022bqa.1	5939.7	5719.34	99	0.72	1.75
ABCA3	uc002cpy.1,uc002cpz.1,uc010bsk.1,uc010bsl.1	6449	6228.64	35	0.23	0.57
ABCA4	uc001dqh.3,uc001dqi.1,uc009wdp.1,uc010otn.1	3152.25	2931.89	0	0	0
ABCA5	uc002jib.2,uc002jic.2,uc002jid.2,uc002jie.2,uc002jif.2,uc002jig.2,uc002jih.2,uc010dfe.2	4444.55	4224.19	339	3.35	8.12
ABCA6	uc002jhw.1,uc002jhy.3	3399.5	3179.14	0	0	0
ABCA7	uc002lqw.4,uc002lqy.3,uc010dsa.3,uc010dsb.1,uc010dsc.3	3067.44	2847.08	45	0.66	1.6
ABCA8	uc002jhp.3,uc002jhq.3,uc002jhr.3,uc002jhs.3,uc002jht.3,uc010wqq.2,uc010wqr.2	3963.43	3743.07	0	0	0
ABCA9	uc002jhu.3,uc002jhv.3,uc010dez.3	4624.67	4404.31	0	0	0
ABCB1	uc003uiz.2,uc003uja.2,uc010lei.2,uc011khc.2	2377.5	2158.15	0	0	0
ABCB10	uc001htp.4	3857	3636.64	69	0.79	1.92
ABCB11	uc002ueo.1,uc010zda.1,uc010zdb.1	3226	3005.64	21	0.29	0.71
ABCB4	uc003uiv.1,uc003uiw.1,uc003uix.1,uc003uiy.3	3217.75	2997.39	0	0	0
ABCB5	uc003suv.4,uc003suw.4,uc003sux.1,uc010kuh.3,uc011jyi.1	3068.6	2848.24	0	0	0
ABCB6	uc002vkc.2,uc010fwe.2,uc010zku.1	4480	4259.64	231.67	2.27	5.5
ABCB7	uc004ebz.4,uc004eca.4,uc010nls.4,uc010nlt.4,uc011mqn.3	2525	2304.64	1051	19.06	46.12
ABCB8	uc003wii.2,uc003wik.4,uc003wil.4,uc003wim.4,uc010lpw.1,uc010lpx.3,uc011kvd.2	4530.63	4310.27	134	1.3	3.14
ABCB9	uc001udm.4,uc001udo.4,uc001udq.3,uc001udr.3,uc010tai.2,uc010taj.2,uc021rfo.1,uc021rfp.1,uc021rfq.1	2570.25	2349.89	132	2.35	5.68
ABCC1	uc002del.4,uc010bvi.3,uc010bvn.3,uc021tdq.1,uc021tdr.1,uc021tds.1,uc021tdt.1	6563	6342.64	15	0.1	0.24
ABCC10	uc003ouy.1,uc003ouz.1,uc010jyo.1	5028	4807.64	31	0.27	0.65
ABCC11	uc002eff.1,uc002efg.1,uc002efh.1,uc010cbg.1,uc010vgk.1,uc010vgl.1	3138	2917.64	0	0	0
ABCC12	uc002eey.1,uc002eez.1,uc002efa.1,uc002efb.1,uc002efc.1,uc002efd.1,uc002efe.1,uc010vgj.1	4157.75	3937.39	0	0	0
ABCC13	uc002yjq.3,uc002yjr.3,uc002yjs.3,uc010gkx.3	2440.25	2219.89	0	0	0
ABCC2	uc001kqf.2	5051	4830.64	52	0.45	1.09
ABCC3	uc002isk.4,uc002isl.3,uc002isn.3	5166	4945.64	1436	12.13	29.36
ABCC4	uc001vmd.4,uc001vme.2,uc001vmf.2,uc010afj.3,uc010afk.3,uc010afl.1,uc010afm.1,uc010tih.1	2860.41	2640.05	236.99	3.75	9.08
ABCC5	uc003fmg.3,uc003fmh.3,uc003fmi.3,uc010hxl.3,uc010hxm.3,uc010hxn.3,uc010hxo.3,uc011bqt.2	5418.74	5198.38	225	1.81	4.38
ABCC5-AS1	uc031scp.1	469	249.05	0	0	0
ABCC6	uc002den.4,uc002deo.4,uc010bvo.3,uc010uzz.1	3148.25	2927.89	0	0	0
ABCC6P1	uc002dfg.3,uc010vam.2	2782	2561.64	0	0	0
ABCC6P2	uc002dcu.2	706	485.66	0	0	0
ABCC8	uc001mnc.3,uc010rcy.1,uc021qej.1	2493.33	2273.4	0	0	0
ABCC9	uc001rfh.3,uc001rfi.1,uc001rfk.3,uc001rfl.1	8324	8103.64	2	0.01	0.02
ABCD1	uc004fif.2	3664	3443.64	196	2.38	5.76
ABCD2	uc001rmb.2	5341	5120.64	0	0	0
ABCD3	uc001dqm.4,uc001dqn.4,uc001dqo.4,uc009wdr.3,uc010oto.2,uc010otp.2	2922.99	2702.63	1272	19.67	47.6
ABCD4	uc001xpr.2,uc001xps.2,uc001xpu.2,uc001xpv.2,uc010tur.2	1415.51	1195.15	116	4.06	9.82
ABCE1	uc003ijx.3,uc003ijy.3,uc010iot.3	4194	3973.64	759	7.98	19.32
ABCF1	uc003nqk.2,uc003nql.3,uc003nqm.3	2740.76	2520.4	170	2.82	6.82
ABCF2	uc003wjo.1,uc003wjp.3,uc031szt.1	2242.85	2022.48	366	7.56	18.3
ABCF3	uc003fmz.2,uc003fna.2,uc003fnb.2	1707.45	1487.09	253	7.11	17.21
ABCG1	uc002zam.3,uc002zan.3,uc002zao.3,uc002zap.3,uc002zaq.3,uc002zar.3,uc010gpb.2,uc011aev.2	2995.09	2774.73	226	3.4	8.24
ABCG2	uc003hrf.3,uc003hrg.3,uc003hrh.3,uc003hri.1,uc003hrj.1,uc003hrk.1	3669	3448.64	9	0.11	0.26
ABCG4	uc001pvs.3,uc001pvt.1,uc009zar.3	2524	2335.09	0	0	0
ABCG5	uc002rtm.3,uc002rtn.3,uc002rto.3,uc002rtp.3	2671.5	2451.14	0	0	0
ABCG8	uc002rtq.3,uc010yoa.2	2663.5	2443.14	0	0	0
ABHD1	uc002rit.3,uc002riu.3,uc002riv.3	1360.33	1139.97	0	0	0
ABHD10	uc003dyk.5,uc011bhq.3,uc031saw.1,uc031sax.1	2754	2533.64	565	9.32	22.55
ABHD11	uc003tza.3,uc003tzb.3,uc003tzc.3,uc003tzf.3,uc011kfb.2	1475	1254.64	812	27.05	65.45
ABHD12	uc002wuq.3,uc002wus.2	1724	1503.64	670	18.62	45.06
ABHD12B	uc001wyq.3,uc001wyr.3,uc001wys.3,uc010any.3	1542.25	1321.89	0	0	0
ABHD13	uc001vqq.3,uc021rml.1	1014	793.64	199	10.48	25.36
ABHD14A	uc003dco.3,uc010hlz.2	1108	887.64	16	0.75	1.82
ABHD14A-ACY1	uc011bea.2	1879	1658.64	9.06	0.23	0.55
ABHD14B	uc003dcm.3,uc003dcn.3,uc011bdy.2,uc011bdz.1,uc021wza.1	2004	1783.64	47	1.1	2.66
ABHD15	uc002hed.2	3355	3134.64	37	0.49	1.19
ABHD16A	uc003nvx.2,uc003nvy.2,uc010jtc.2,uc011dny.2,uc011dnz.2,uc011doa.2	1667.08	1446.72	180	5.2	12.58
ABHD16B	uc002ygx.1	1776	1555.64	0	0	0
ABHD17A	uc002lud.3,uc002lue.3,uc002luf.3,uc002lug.3	1301	1080.64	83	3.21	7.77
ABHD17B	uc004ail.3,uc004aim.1	3104	2883.64	82	1.19	2.88
ABHD17C	uc002bft.3,uc002bfu.3	2258	2037.64	96	1.97	4.76
ABHD2	uc002bnj.2,uc002bnk.2,uc010ups.1	1667.35	1447.01	336	9.7	23.48
ABHD3	uc002ktk.2,uc002ktl.2,uc002ktn.2,uc010xao.1	2064	1843.64	211	4.78	11.57
ABHD4	uc001wgm.3,uc010tmz.1,uc010tna.1,uc010tnb.2	1048	827.64	174	8.79	21.26
ABHD5	uc003cmx.3	5353	5132.64	136	1.11	2.68
ABHD6	uc003djs.4,uc003djt.4	2393	2172.64	19	0.37	0.88
ABHD8	uc002ngb.4	2090	1869.64	0	0	0
ABI1	uc001isx.3,uc001isy.3,uc001isz.3,uc001ita.3,uc001itb.3,uc001itc.3,uc001itd.3,uc001ite.3,uc010qdg.2,uc010qdh.2,uc010qdi.2,uc010qdj.2,uc010qdk.2	3377.75	3157.39	711	9.41	22.77
ABI2	uc002uzz.3,uc002vaa.3,uc002vab.3,uc002vac.3,uc010zig.1,uc010zih.2,uc010zii.2,uc010zij.2,uc010zik.2,uc010zil.2,uc010zim.2,uc010zin.2	6364.56	6144.2	109	0.74	1.79
ABI3	uc002iop.1,uc002ioq.1	2100	1879.64	0	0	0
ABI3BP	uc003duj.3,uc003duk.3,uc003dul.3,uc003dum.3,uc003dun.3,uc003duo.2,uc003dup.4,uc011bhd.2	3804.62	3584.26	0	0	0
ABL1	uc004bzv.3,uc004bzw.3	5881	5660.64	45	0.33	0.8
ABL2	uc001gmg.4,uc001gmi.4,uc001gmj.4,uc001gmk.3,uc009wxe.3,uc009wxf.2,uc010pne.2,uc010pnf.2,uc010png.2,uc010pnh.2	3408.57	3188.21	89	1.17	2.82
ABLIM1	uc001lbz.1,uc021pyu.1,uc021pyv.1,uc021pyw.1,uc021pyx.1,uc021pyy.1,uc021pyz.1,uc021pza.1,uc021pzb.1,uc021pzc.1,uc021pzd.1,uc021pze.1,uc021pzf.1	1381.38	1161.01	180	6.48	15.68
ABLIM2	uc003gki.3,uc003gkj.4,uc003gkk.3,uc003gkl.3,uc003gkm.4,uc003gko.3,uc003gkp.3,uc003gkq.3,uc003gkr.3,uc003gks.3,uc011bwl.1	2400.05	2179.69	223	4.28	10.35
ABLIM3	uc003lpy.2,uc003lpz.1,uc003lqa.1,uc003lqb.3,uc003lqc.1,uc003lqd.1,uc003lqe.1,uc003lqf.3	3838	3617.64	55	0.64	1.54
ABO	uc004cda.1,uc010naf.1,uc010nag.1,uc011mcz.1	1452	1231.64	141	4.78	11.58
ABP1	uc003why.1,uc003whz.2,uc003wia.2	2436	2215.64	160	3.02	7.3
ABR	uc002fsd.4,uc002fse.4,uc002fsf.4,uc002fsg.4,uc002fsh.1,uc010cjq.1,uc010vqf.3,uc010vqg.3	5063	4842.64	381	3.29	7.96
ABRA	uc003ymm.4	2754	2533.64	0	0	0
ABRACL	uc003qil.2,uc003qim.2	845	624.64	312	20.87	50.51
ABT1	uc003nii.3	2263	2042.64	141	2.88	6.98
ABTB1	uc003ejr.3,uc003ejs.3,uc003ejt.3,uc003eju.3,uc010hsm.3	1941	1720.64	102	2.48	6
ABTB2	uc001mvl.2	4903	4682.64	19	0.17	0.41
AC2	uc001ezm.1	4109	3888.64	0	0	0
ACAA1	uc003cht.3,uc003chu.3	1697.98	1477.62	124	3.51	8.49
ACAA2	uc002ldw.4	1934	1713.64	621	15.14	36.65
ACACA	uc002hnk.3,uc002hnl.3,uc002hnm.3,uc002hnn.3,uc002hno.3,uc002hnp.1,uc002hnq.2,uc002hnr.1,uc010cuy.3,uc010cuz.3,uc010wdb.2,uc010wdc.2	6960.9	6740.54	416	2.58	6.24
ACACB	uc001tob.3,uc001toc.3,uc001tod.3,uc010sxl.1,uc010sxm.2	3466.04	3245.68	199	2.56	6.2
ACAD10	uc001tso.4,uc001tsp.3,uc001tsq.3,uc001tsr.3,uc001tss.1,uc009zvw.2,uc009zvx.3	3037.03	2816.67	400	5.93	14.36
ACAD11	uc003eov.4	3556	3335.64	319	4	9.67
ACAD8	uc001qhk.3,uc001qhl.3,uc009zdc.3,uc009zde.1,uc010sco.1,uc010scp.1,uc010scq.2,uc010scr.1	1944.24	1723.88	93	2.25	5.46
ACAD9	uc003ela.4,uc003elb.3,uc003elc.1,uc003ele.3,uc010hsw.1,uc011bks.2	1805.11	1584.75	597.99	15.77	38.16
ACADL	uc002vdz.4,uc010zjg.1	1789.5	1569.14	0	0	0
ACADM	uc001dgw.4,uc009wbp.3,uc009wbr.3,uc009wbs.1,uc010orc.1,uc010ord.2,uc010ore.2,uc010orf.2,uc010org.2	1160.96	940.6	339	15.06	36.45
ACADS	uc001tza.4,uc010szl.1	1717.36	1497	786	21.94	53.1
ACADSB	uc001lhb.3,uc010qub.2	5941	5720.64	457	3.34	8.08
ACADVL	uc002gev.4,uc002gew.4,uc002gex.4,uc010vtp.3,uc010vtq.2	2207.3	1986.94	671	14.11	34.15
ACAN	uc002bmx.3,uc002bna.2,uc010upo.1,uc010upp.1	7561	7340.64	0	0	0
ACAP1	uc002ggd.2	2508	2287.64	0	0	0
ACAP2	uc003fun.4,uc003fuo.3	4508.7	4288.34	390	3.8	9.2
ACAP3	uc001ady.2,uc001aea.2,uc001aeb.2,uc001aec.1	1946	1725.64	6	0.15	0.35
ACAT1	uc001pjw.1,uc001pjx.3,uc001pjy.3	2134	1913.64	254	5.55	13.42
ACAT2	uc010kjy.3,uc011efw.2,uc031sqw.1	1551	1330.64	715	22.45	54.34
ACBD3	uc001hpy.3	3565	3344.64	157	1.96	4.75
ACBD4	uc002iic.3,uc002iid.2,uc002iie.3,uc002iif.3,uc010dae.3,uc010wjj.2	1745.09	1524.73	36	0.99	2.39
ACBD5	uc001ito.3,uc001itp.3,uc001itq.3,uc001itr.2,uc010qdm.3,uc010qdn.3,uc010qdo.3,uc010qdp.2	3860	3639.64	1019	11.7	28.31
ACBD6	uc001gog.3	1616	1395.64	74	2.22	5.36
ACBD7	uc001inv.3,uc010qby.1	2183.5	1963.14	0	0	0
ACCS	uc001mxx.2,uc009yks.1,uc010rfm.1,uc010rfn.2	2173	1952.64	21	0.45	1.09
ACCSL	uc001mxw.1,uc009ykr.2	1843.5	1623.14	0	0	0
ACD	uc002etp.4,uc002etq.4,uc002etr.4,uc010vjt.1	2197	1976.64	0	0	0
ACE	uc002jau.2,uc002jav.2,uc002jaw.2,uc010ddu.2,uc010ddv.2,uc010wph.2,uc010wpi.2,uc010wpj.2,uc010wpk.2,uc031rdj.1	1459.64	1239.28	140	4.72	11.42
ACE2	uc004cxa.1,uc004cxb.2	3458	3237.64	51	0.66	1.59
ACER1	uc002mel.2	1088	867.64	0	0	0
ACER2	uc003znx.1,uc003zny.1,uc003znz.1	1500	1279.64	139	4.54	10.99
ACER3	uc001oxu.2,uc009yul.1,uc009yum.1,uc009yun.1,uc009yuo.1,uc010rsg.1,uc010rsh.1,uc010rsi.1,uc010rsj.1	1572.75	1352.39	57	1.76	4.26
ACHE	uc003uxd.3,uc003uxe.3,uc003uxf.3,uc003uxg.3,uc003uxh.3,uc003uxi.3,uc003uxj.1	1454	1233.64	49	1.66	4.02
ACIN1	uc001wio.4,uc001wip.4,uc001wiq.4,uc001wir.4,uc001wis.4,uc001wit.4,uc010akg.3,uc010tnj.2	4898	4677.64	244	2.18	5.28
ACLY	uc002hyg.3,uc002hyh.3,uc002hyi.3,uc010wfx.2,uc010wfy.2	4354.43	4134.07	1579	15.96	38.63
ACMSD	uc002ttz.3,uc002tua.3	1250	1029.64	26	1.06	2.55
ACN9	uc003uoo.4	2057	1836.64	626	14.24	34.47
ACO1	uc003zqw.4,uc003zqx.4,uc003zqy.4,uc010mjh.1	3548	3327.64	324	4.07	9.85
ACO2	uc003bac.3	2741	2520.64	572	9.48	22.95
ACOT1	uc001xol.1,uc010tuc.3	1606	1385.64	0	0	0
ACOT11	uc001cxj.2,uc001cxk.3,uc001cxl.2,uc001cxm.2	2015	1794.64	22	0.51	1.24
ACOT12	uc003khl.4,uc003khm.3	1295	1074.67	0	0	0
ACOT13	uc003nek.3,uc010jpv.3	4104	3883.64	393	4.23	10.23
ACOT2	uc001xom.4,uc001xon.5	1583	1362.64	826	25.33	61.3
ACOT4	uc001xoo.3	1632	1411.64	20	0.59	1.43
ACOT6	uc001xop.3	1004	783.64	0	0	0
ACOT7	uc001amq.3,uc001amr.3,uc001ams.3,uc001amt.3,uc001amu.3	1414	1193.64	1002	35.08	84.89
ACOT8	uc002xqa.2,uc002xqc.2,uc010zxe.2,uc010zxf.2	1248.26	1027.9	172	6.99	16.92
ACOT9	uc004dan.3,uc004dao.3,uc004dap.3,uc004dar.3,uc004dat.1,uc011mjt.2	1216.64	996.28	725.01	30.41	73.6
ACOX1	uc002jqe.3,uc002jqf.3,uc010wsq.2,uc010wsr.2	7637.77	7417.41	2348	13.23	32.01
ACOX2	uc003dkl.3	2309	2088.64	0	0	0
ACOX3	uc003glc.4,uc003gld.4,uc010idk.3	2869	2648.64	0	0	0
ACOXL	uc010yxk.1,uc021vmm.1,uc021vmn.1	2114.33	1893.97	0	0	0
ACP1	uc002qwd.2,uc002qwe.5,uc002qwf.3,uc002qwg.3,uc002qwh.3	1560.09	1339.73	427	13.32	32.23
ACP2	uc001nei.3,uc009ylj.3,uc009ylk.2,uc010rhe.2,uc010rhf.2,uc010rhg.2,uc010rhh.2,uc010rhi.1,uc010rhj.1	1795.56	1575.2	0	0	0
ACP5	uc002msg.4,uc002msh.4,uc002msi.4,uc002msj.4,uc010dye.1	1458.4	1238.04	0	0	0
ACP6	uc001epr.2,uc009wjj.1	1808	1587.64	54	1.42	3.44
ACPL2	uc003etu.3,uc003etv.3,uc011bna.2,uc011bnb.2	2913	2692.64	24	0.37	0.9
ACPP	uc003eon.3,uc003eop.4,uc010htp.2	2722	2501.64	0	0	0
ACPT	uc002pta.1	1347	1126.64	0	0	0
ACR	uc003bnh.4,uc010hbh.1	1164.5	944.14	0	0	0
