"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AX748291","AX748291",8.40192696144445,0.125173556684104,2.18496043479414,0.0572887063265736,0.954315216624489,0.975862328101707
"AX748330","AX748330",21.3196538074718,-0.297301319848871,1.55079056346975,-0.191709523421194,0.847969745748441,0.918336522730446
"AX748379","AX748379",35.6618238062831,0.118307585876755,1.32179669200112,0.0895051308515871,0.928680476121904,0.961669244643786
"AX748417","AX748417",10.42725167494,1.51172878279362,1.81538430882346,0.832732097245773,0.404995838029446,0.595106602782665
"AX795351","AX795351",4.54837847521825,6.51989042613799,3.92595125015547,1.66071609418986,0.0967704795062335,0.241536726762312
"AXDND1","AXDND1",8.54028986686009,2.55049405506116,2.67518102815058,0.953391201650522,0.340391897605349,0.532665750583834
"AXIN1","AXIN1",472.086826734822,-1.33100362153371,0.571275280377701,-2.32988135011497,0.0198124229841479,0.0863167308448072
"AXIN2","AXIN2",49.5490638800919,4.9499415369175,1.56889922802567,3.15504109409665,0.00160475500486303,0.0148237727747706
"AXL","AXL",1435.44674452201,-4.6927009606586,0.737907528135833,-6.35947023404642,2.02450755926718e-10,3.32220480344083e-08
"AZGP1","AZGP1",6363.80461059483,0.413497322510721,0.675708842195411,0.611945999059667,0.540573486275228,0.708863560397699
"AZGP1P1","AZGP1P1",5.7562310311029,-5.13984229629144,3.91147278896773,-1.3140427081043,0.188831832381391,0.369133015618687
"AZI1","AZI1",95.025845275816,-4.22005759064955,1.2535823190156,-3.36639846194021,0.000761566135226818,0.00871335747737495
"AZI2","AZI2",928.720608627701,0.0345257424714366,0.533309500551906,0.0647386600758225,0.948382081080214,0.971902804762167
"AZIN1","AZIN1",2843.93401611086,0.07800825863097,0.570004221975844,0.136855580403536,0.891144950087466,0.940584929465819
"B2M","B2M",113740.296147229,2.38694560801213,0.628440712463291,3.79820333195163,0.000145748740029176,0.00255129864855369
"B3GALNT1","B3GALNT1",1082.52250322672,0.528643162223246,0.67317189611293,0.785301889867609,0.432276588031475,0.620395780240065
"B3GALNT2","B3GALNT2",682.484483400717,0.783882784529153,0.491709016461068,1.5942005500955,0.110891123361075,0.26346969364814
"B3GALT2","B3GALT2",6.40759219484144,-2.44429102202337,2.25174418182313,-1.08551008669393,0.277695798710851,0.468570178579636
"B3GALT4","B3GALT4",86.7905110332918,-0.510688927716038,0.632361006687676,-0.807590794364504,0.419326187866647,0.609079695991271
"B3GALT5","B3GALT5",145.647414699545,-0.72031928038192,0.714535102637506,-1.00809502251613,0.313408846957433,0.504709010431285
"B3GALT6","B3GALT6",5.4881063449506,-3.99940977323917,2.22894903174288,-1.79430292765013,0.0727648310781748,0.200784954100074
"B3GALTL","B3GALTL",370.156658999236,1.16056677594259,0.481213632953344,2.4117495774587,0.0158761818058056,0.0742353449927567
"B3GAT1","B3GAT1",41.9094826208182,-3.26056064117486,1.35480961218314,-2.40665596985306,0.0160993278492613,0.0750429751590421
"B3GAT3","B3GAT3",486.874557072008,0.091079088689331,0.496740232638543,0.1833535572618,0.854520613977595,0.921577940613879
"B3GNT1","B3GNT1",47.536039526565,-0.463556949768785,0.713222354199068,-0.64994730891371,0.51572625772351,0.691575488925447
"B3GNT2","B3GNT2",555.48890069094,0.333873645578832,0.62251066776852,0.536334014605165,0.591727726375014,0.7471900343224
"B3GNT3","B3GNT3",443.950491765867,-1.70721975716949,0.545830927080503,-3.12774464118575,0.00176153153455015,0.0158235799634515
"B3GNT4","B3GNT4",4.53097389616084,-1.45631412133652,1.93457456167023,-0.752782627348932,0.451580547971924,0.636945678673092
"B3GNT5","B3GNT5",648.210889030066,1.11528611497057,0.508281731572545,2.1942282118227,0.0282190073676197,0.109105065649872
"B3GNT6","B3GNT6",2.82095915708385,-4.33300815831693,3.05688050646873,-1.41746075751007,0.156348259865118,0.326798607005046
"B3GNT7","B3GNT7",30.2340944282468,-2.51273619885578,1.25206349465324,-2.00687601674042,0.0447628661284488,0.146274556301674
"B3GNT9","B3GNT9",12.8980389326053,-6.65902072714554,1.96077039507368,-3.39612467827745,0.000683472194973271,0.00802840887801051
"B3GNTL1","B3GNTL1",87.4226992365078,-2.36274564244618,1.11570693576964,-2.11771170967608,0.0341994905548381,0.123473376064219
"B4GALNT1","B4GALNT1",18.7319867404463,-0.114452653480249,1.0448033250731,-0.109544687247469,0.912770479710029,0.953595197412322
"B4GALNT3","B4GALNT3",809.653687918399,-2.68508084068416,0.937533551109051,-2.86398373424381,0.00418349493599324,0.0292924521317828
"B4GALNT4","B4GALNT4",28.5836950918739,-1.48012341005909,1.81420391104904,-0.815852838286095,0.414584308591538,0.604827172822404
"B4GALT1","B4GALT1",2235.49463821087,-1.44726256581074,0.528855352351351,-2.73659434356871,0.00620787915262284,0.0387503741658827
"B4GALT2","B4GALT2",387.365803943495,-0.222107040169988,0.565792656618844,-0.392559071899751,0.694645173527296,0.817796954291485
"B4GALT3","B4GALT3",425.54254420572,0.237906514039604,0.5503622421012,0.432272594012469,0.665543303389123,0.797228051397603
"B4GALT4","B4GALT4",1099.70370554271,-0.815357587656498,0.386429252054847,-2.10997895040506,0.0348601690189822,0.124648657749426
"B4GALT5","B4GALT5",2003.0814727686,-0.324429539233722,0.506385112107493,-0.640677483355502,0.521732246345668,0.69626003653972
"B4GALT6","B4GALT6",178.052435528214,-1.52999078707339,1.15268579693228,-1.32732683194783,0.184400591672167,0.364030771299999
"B4GALT7","B4GALT7",239.526920291103,-0.192277771117415,1.19605063241393,-0.160760561389738,0.872281988590047,0.931869819432482
"B9D1","B9D1",313.998881024784,0.224134678543236,0.69005458527158,0.324807172254388,0.745327015951745,0.850965286192104
"B9D2","B9D2",72.9772237789508,1.97184543804732,0.917819505430009,2.1484021927857,0.0316818187477901,0.11762606914992
"BAAT","BAAT",50.4148461089492,-3.10087022576848,1.4917204420729,-2.07872074304989,0.0376430252847552,0.131004872574632
"BABAM1","BABAM1",961.424199282976,0.76966872131694,0.461739256175479,1.66689037378367,0.0955362053543159,0.23949970362099
"BACE1","BACE1",120.32944139719,-2.69649493637157,1.07613895631288,-2.50571259459878,0.0122204908311588,0.0621410702307241
"BACE2","BACE2",2558.8859861001,1.09987531486916,0.513785016907659,2.14073061431224,0.0322957682097004,0.118899835504139
"BACH1","BACH1",1514.07482471938,-0.545294387668926,0.437395982842606,-1.24668357520135,0.212513543614117,0.396661301854624
"BAD","BAD",257.787807938283,0.194534087859183,0.609257480840265,0.319297003281583,0.749501304888019,0.853936671176881
"BAG1","BAG1",2302.64361860824,0.96941842540333,0.507430457525187,1.91044587692139,0.0560758287304322,0.169743361875095
"BAG2","BAG2",44.7545404860276,-0.93469808903419,0.787583252278543,-1.18679274391632,0.23530938166598,0.422524440951201
"BAG3","BAG3",643.683518055594,-2.59012589010596,0.914080394842393,-2.83358652556217,0.00460288451507305,0.0312880968265091
"BAG4","BAG4",659.698752502516,0.763038653467939,0.383468225296537,1.98983541042515,0.0466090692961392,0.150464004732629
"BAG5","BAG5",496.669977932545,-1.116730916175,0.859055908688273,-1.29995138253595,0.193617632710526,0.374940865244977
"BAG6","BAG6",1655.81941720666,-0.711526999902024,0.601973160800671,-1.1819912352166,0.237209178636356,0.425069807160605
"BAHCC1","BAHCC1",266.896716919277,-3.1208641431858,0.769659765813259,-4.05486200761468,5.01639073863881e-05,0.00110654790594124
"BAHD1","BAHD1",147.510766157271,-0.147859579560025,0.935327069302157,-0.158083289164658,0.87439116834648,0.932764457019454
"BAI2","BAI2",42.2636882263611,-2.782904723968,1.314036954651,-2.11782835643851,0.0341896068844815,0.123473376064219
"BAIAP2","BAIAP2",1059.87175265634,-1.96136875783086,0.50781462676976,-3.86237153172851,0.000112291618629266,0.00212542677893253
"BAIAP2-AS1","BAIAP2-AS1",106.310276169812,-2.97045101967684,1.04870403555376,-2.83249698577569,0.0046186001625724,0.0313339100423527
"BAIAP2L1","BAIAP2L1",5358.59830055089,-0.865614810999346,0.491098060138661,-1.76261093508482,0.0779661315051068,0.210081774990524
"BAIAP2L2","BAIAP2L2",411.914162363721,-1.40885063460056,0.713700817240436,-1.97400731590578,0.0483809110803079,0.154467149619226
"BAIAP3","BAIAP3",114.724434767532,-1.80827970426877,1.19364375240379,-1.51492411419003,0.129791622808225,0.291430172198662
"BAK1","BAK1",391.511048517123,0.426817051145353,0.535202392394036,0.797487188418833,0.425168140532332,0.614583312324475
"BAMBI","BAMBI",534.320757253752,-0.935192974490669,0.755199486285897,-1.23833899714364,0.215590389688774,0.400611324739664
"BANF1","BANF1",2756.0968186614,0.536828059617638,0.493785639717727,1.0871682293647,0.276962468812373,0.46784459408207
"BANK1","BANK1",102.580208365644,-0.330755020734496,0.95053005501498,-0.347969029479329,0.72786344262665,0.839915327734146
"BANP","BANP",469.59244130964,1.27803166033955,0.472913460510252,2.70246412305671,0.00688276119027703,0.04160000984762
"BAP1","BAP1",509.211023175511,-2.167163773305,0.741493854096917,-2.92269957644414,0.00347011153532483,0.0256014815151199
"BARD1","BARD1",1311.32651769311,1.31391515098061,0.573631450656512,2.29052146544067,0.0219911056944346,0.0923790175921138
"BARX2","BARX2",43.2516281462694,4.22948328758972,1.49304245405535,2.83279505957902,0.00461429589044936,0.0313339100423527
"BATF","BATF",167.303530742197,2.32167344841255,0.614598293770325,3.77754619878615,0.000158381132019873,0.00272686951361446
"BATF2","BATF2",18.5157507693368,-3.30667413246027,1.27609514224784,-2.59124419722779,0.00956296066504852,0.0523999462845609
"BAX","BAX",113.42156924503,0.436484995928152,0.567147684328272,0.76961434911812,0.441528690706517,0.628691939814977
"BAZ1A","BAZ1A",1782.59922555101,0.0817038459451409,0.553100415838555,0.147719733353065,0.882563957528652,0.936127534659339
"BAZ1B","BAZ1B",2852.1886158712,-1.70339674786662,0.668236207818922,-2.54909376046292,0.0108003259022432,0.0570918849225246
"BAZ2A","BAZ2A",2334.71163680355,-2.23666237578431,0.651078371134289,-3.43531973253492,0.000591855082816701,0.00720491469696115
"BAZ2B","BAZ2B",1830.62572996212,-0.334787968845404,0.558789404153617,-0.599130846714064,0.549085633006767,0.714876693287588
"BBC3","BBC3",11.4184654975168,0.700393657209728,1.53430590685022,0.456488927066419,0.648038431549711,0.785496261147142
"BBIP1","BBIP1",310.569149341814,0.263006377298358,0.824393580377938,0.319030113235216,0.749703677926298,0.854005988247118
"BBS1","BBS1",391.40426108254,-1.07847920843299,0.75763627540957,-1.42347884260159,0.154597391148357,0.324433352039377
"BBS10","BBS10",484.786253496854,1.45291693793729,0.647260635411649,2.24471697867623,0.0247863073653426,0.100323084736886
"BBS12","BBS12",693.544967629854,2.87482361925726,0.692170441484457,4.1533464114587,3.27648154880383e-05,0.000793796625584943
"BBS2","BBS2",1784.46822026176,0.241579744629881,0.591424819296707,0.40847075866237,0.68292809421753,0.809742515271064
"BBS4","BBS4",1911.30913261415,1.38035668021965,0.513423608596865,2.68853371194212,0.00717665887070017,0.0427423503752744
"BBS5","BBS5",46.0273705474556,-1.2533024351848,1.02568469565904,-1.22191784716014,0.221738695604989,0.407688452151594
"BBS7","BBS7",580.520617065879,0.091506809400453,0.484205730448425,0.188983325983582,0.85010588524522,0.919563692254415
"BBS9","BBS9",725.420928160208,0.22283579565555,0.506605992306622,0.439860165571591,0.660038388285168,0.793745131804815
"BBX","BBX",1387.22841499223,-0.161765561398608,0.471055866484874,-0.343410565302455,0.731289612322591,0.842041861663965
"BC000869","BC000869",26.1760524087457,-0.418529856464129,1.55677579839485,-0.268844015236917,0.788049720557777,0.879815918324227
"BC009321","BC009321",7.07553784259843,1.33704910875713,2.28209673780939,0.585886253902004,0.557951955347451,0.721300540494559
"BC010030","BC010030",17.9511171168664,0.11332493288199,1.24939055700805,0.0907041695219563,0.927727657492009,0.961279720827172
"BC010924","BC010924",12.4464204653299,-2.67756609118786,2.180617249249,-1.22789365814198,0.219486890511717,0.405088009393461
"BC013229","BC013229",9.0196508872483,0.126171321712898,2.2664346880606,0.0556695158159901,0.95560508468311,0.976575936130455
"BC013681","BC013681",3.2058845102906,-1.02209181475029,2.68212765329992,-0.381075007184231,0.703147592099365,0.824489037613232
"BC013821","BC013821",3.90771030778532,-1.21407954201417,2.08620690950178,-0.581955479336475,0.560596669347038,0.723189916687337
"BC014312","BC014312",8.07470327587281,-0.41854136543998,1.67815460964025,-0.24940572402307,0.803046957893819,0.889833765785659
"BC016035","BC016035",83.9519663755477,-0.968945488786198,1.06629795614859,-0.908700502705616,0.36350823875716,0.556375454333137
"BC016143","BC016143",97.8267743201313,-1.0528457796708,1.06504783730888,-0.988543183497832,0.32288669629522,0.514611268804047
"BC017347","BC017347",28.6765708341815,1.08071115368221,1.48520279139169,0.727652250551958,0.466826486906181,0.649775606638754
"BC017971","BC017971",61.5410263969964,2.29983423029582,1.06758168549634,2.15424661320092,0.0312208371254097,0.116375486432409
"BC018166","BC018166",4.12809406114572,-4.55614392888903,2.74875622882411,-1.65752927855596,0.097412514499033,0.242317140102818
"BC018860","BC018860",300.570965213508,0.798316674401982,0.924853306853603,0.863181943002286,0.388037440053412,0.580414113199092
"BC019880","BC019880",16.1474176948748,-2.48325970388299,1.30366252971847,-1.90483322736848,0.0568017531898277,0.171058287321203
"BC021693","BC021693",3.15166837369268,0.958006439564769,3.28116556068246,0.291971380854525,0.770308505803153,0.867869083842278
"BC023516","BC023516",10.3098799706099,-5.95295185428632,2.0531113964371,-2.89947825754456,0.00373784267969069,0.0269967573945754
"BC024248","BC024248",92.4025357191118,2.58595765303577,1.6699784373425,1.5484976303951,0.121502531799019,0.279579708072126
"BC028224","BC028224",5.1353485696835,-4.94851596617092,2.47420195559241,-2.00004528934505,0.0454953736868134,0.147891153709679
"BC030591","BC030591",4.1752195911536,0.73530206894593,3.10584477251482,0.236747848911506,0.81285241191652,0.89533440546165
"BC031638","BC031638",7.01741032630806,0.531629163413246,2.30784662681131,0.230357233118123,0.817814190569477,0.899019511500574
"BC032716","BC032716",57.6906552135432,-0.616426374598317,1.34671042679271,-0.45772748345491,0.647148240218337,0.784806343895732
"BC033739","BC033739",6.3104972466239,-0.603392601018558,2.26220964764391,-0.266727092092014,0.789679292894625,0.880729957499318
"BC033949","BC033949",6.45187931284977,-5.2503616113091,2.33867565924386,-2.24501486153349,0.024767178519,0.100306389203537
"BC033983","BC033983",3.77356805695679,1.22011772613091,2.69544831633894,0.452658549872744,0.650794631228263,0.786627096694742
"BC034827","BC034827",19.3549563858424,-1.48316402362743,1.38527865364241,-1.07066114079477,0.284321821361336,0.474798692491701
"BC035400","BC035400",27.9042678769229,3.66474784388819,2.20437977138783,1.66248479116688,0.0964156103155532,0.241022595044112
"BC035647","BC035647",76.7805976343491,-2.16180180298787,1.22935670052453,-1.75848214116009,0.0786655076370499,0.211360858135437
"BC037952","BC037952",5.24252029232785,-4.98423168054756,2.68471493986523,-1.85652175079629,0.0633792256860033,0.183266284562977
"BC039399","BC039399",4.61349573134321,1.73181906098958,3.06852730560283,0.564381179801609,0.572494744322292,0.732739325055728
"BC039524","BC039524",8.23223704538193,3.19882440088471,1.46567438507826,2.18249321503555,0.0290731514686287,0.111004898641867
"BC039561","BC039561",58.02655045033,-0.401182114167634,3.72979854239665,-0.107561335983001,0.914343668410402,0.954660046817098
"BC041025","BC041025",136.894483467015,-1.34191319870181,1.12453361581891,-1.1933064337295,0.232749383714049,0.419950886802138
"BC041646","BC041646",30.9909284498878,1.71610337791275,1.03817988715233,1.65299231775712,0.0983324270607761,0.244026116148625
"BC041964","BC041964",8.25049161393267,7.33905833074469,3.57347292811682,2.05376071915908,0.0399988565201116,0.136220223780462
"BC042823","BC042823",3.14998294517096,1.59130738002615,2.1683123012659,0.733892151558204,0.463014470825041,0.646370075598951
"BC042955","BC042955",12.0200131492779,-2.02834087873558e-06,1.746329979282,-1.16148775019572e-06,0.999999073266857,0.999999073266857
"BC043400","BC043400",4.59801410421279,-3.05885546654208,2.47649973826082,-1.23515275179889,0.216773659825733,0.402004148670503
"BC043620","BC043620",75.7867682335232,-0.974672009188384,0.666043220687882,-1.46337651809105,0.143364380409081,0.309212792996511
"BC046191","BC046191",11.5794746393084,0.111604255767555,1.47308089900882,0.0757624756675954,0.939608070365482,0.967434574817179
"BC047307","BC047307",4.18105873409705,6.3661631460722,3.9280624478961,1.62068786596862,0.105084597250535,0.254664787224202
"BC049825","BC049825",41.4559212727668,1.52921557875809,1.09325868390632,1.39876828903298,0.161882478494655,0.334552560867582
"BC050344","BC050344",7.83697232457659,-0.413721582460599,1.894345001472,-0.218398223205972,0.827118849804184,0.905116386015931
"BC050399","BC050399",9.00888212252804,-1.55573621112168,1.66357403777296,-0.935177019956597,0.349697079272235,0.542653808933081
"BC052241","BC052241",17.2298250187123,-1.86485405254252,2.3300608614324,-0.800345640498035,0.423510566590029,0.613092463596335
"BC054514","BC054514",27.4522313515875,-0.824743038595959,1.29142156913971,-0.638631921832751,0.523062409770002,0.697269187249062
"BC056407","BC056407",5.82681904866918,-0.310297284353787,1.93345309146273,-0.160488654068682,0.872496158525087,0.932030742018971
"BC058012","BC058012",54.1095458797766,-2.03928580096377,1.63010433553396,-1.25101550649871,0.210928820078298,0.39494498505975
"BC062328","BC062328",4.29178516116163,6.39583461122765,2.69417128210478,2.37395248539321,0.0175988150113707,0.0794752725918757
"BC062762","BC062762",61.8665484355002,-0.283317287626827,0.775100688819887,-0.365523204550605,0.7147208886158,0.832346833526927
"BC063600","BC063600",6.61631490925986,3.02297865006359,1.47239236048278,2.05310672018998,0.0400622283512743,0.136285203021937
"BC064974","BC064974",9.59714071453082,1.87269540662913,2.18841237726583,0.855732414093202,0.39214580661361,0.583635436808971
"BC065763","BC065763",36.6621992584029,-2.18948374397457,1.31845844005096,-1.66063918092855,0.0967859349586796,0.241536726762312
"BC068088","BC068088",48.1965672776415,2.32830488348448,1.61956354059108,1.43761255741454,0.150544015926648,0.319492212041088
"BC069792","BC069792",6.06846916096764,-1.43385029322355,2.12604361825199,-0.67442186082826,0.500043148289111,0.678701312461158
"BC070391","BC070391",3.73301090725529,-3.42722238025283,2.48873896618516,-1.3770919436787,0.168483823180778,0.34354867976631
"BC071797","BC071797",56.878754754491,-0.0241084186943782,0.8559027303196,-0.028167241253426,0.977528764544714,0.987688616951159
"BC071809","BC071809",21.0067668033849,-1.17637546529834,1.82804917930689,-0.643514123479091,0.519890553383626,0.695057227107452
"BC073780","BC073780",8.43002910905961,-3.99848996620116,2.58099842952314,-1.54920278930193,0.121332979171197,0.279452578342329
"BC073899","BC073899",8.36529039110392,-5.30988963384798,2.13740688142761,-2.48426711824817,0.0129818388611649,0.065037771261758
"BC085014","BC085014",29.9185359300234,-3.44925283179085,1.46054010338734,-2.36162829339037,0.0181948751550592,0.0813473403381784
"BC090058","BC090058",7.38478696030002,-1.71746655109286,1.68566979057355,-1.01886298295023,0.308268019592432,0.499060101467982
"BC095475","BC095475",9.64377024007184,-4.16560337507841,1.82548809245159,-2.28191210466023,0.0224945300482572,0.0936622938625843
"BC101287","BC101287",4.80403487727734,3.15385063922247,3.0105906021798,1.04758535980912,0.29482968551433,0.485829774973007
"BC107108","BC107108",55.4738265705749,0.547336948716523,0.885993530842402,0.61776630377438,0.536729398432103,0.706694510869806
"BC108660","BC108660",4.46014197070613,-2.78357064462768,2.09699536469597,-1.32740905940498,0.184373404504343,0.364030771299999
"BC122864","BC122864",3.72900242967421,-4.40834877892485,2.77361235938196,-1.58938892957167,0.11197261238204,0.265180214890563
"BC125159","BC125159",24.3519714318314,-3.60854022459303,1.20245204229504,-3.0009847359115,0.00269108054416428,0.0214191321228138
"BC131755","BC131755",34.9700902089915,0.823020196087492,1.59830313381595,0.514933731076741,0.606599328908996,0.757384056481743
"BC131773","BC131773",6.14082495063084,0.0213224616767064,2.37276049007961,0.00898635229550326,0.99283002474694,0.996089435265225
"BC146941","BC146941",23.8895384309694,2.28424976979256,1.26022898220594,1.81256724138667,0.0698985941685838,0.195750759423245
"BC150535","BC150535",4.39501518583315,0.829918118445503,2.09719777037107,0.395727160390152,0.692306316635436,0.816698891597241
"BC171896","BC171896",2.89748277843501,4.82641090869324,2.80279289029116,1.72200055359491,0.0850694182110324,0.222478747680092
"BCAM","BCAM",43.1547218880211,-2.13618978245685,1.20714126392315,-1.7696270074592,0.0767892967138325,0.207750312337737
"BCAP29","BCAP29",702.231618832354,0.719677677301236,0.569192258413221,1.2643841631078,0.206092174342545,0.389482878823859
"BCAP31","BCAP31",6629.04327055096,-0.490216357021038,0.362928766377008,-1.3507233441832,0.176784071452081,0.354438059419155
"BCAR1","BCAR1",529.228767977599,-2.53008242312277,0.616622729811913,-4.10312870544769,4.07600350260171e-05,0.000940108417919253
"BCAR3","BCAR3",791.381070176645,-0.587473533178134,0.504490146663566,-1.16448960809914,0.244225652291651,0.433302623786434
"BCAS1","BCAS1",936.376110987679,-1.41126974600178,0.548093040250722,-2.57487258980008,0.0100277017848618,0.0542028569276364
"BCAS2","BCAS2",1809.75613343226,1.02600015851027,0.569666428097832,1.8010542800217,0.0716943249640489,0.198853988587868
"BCAS3","BCAS3",611.604543123377,1.35029693042181,0.646333167556994,2.08916546171637,0.0366928313041084,0.128890599233708
"BCAS4","BCAS4",227.766527859777,0.973937478628437,0.551251641800823,1.76677474455548,0.0772659599123666,0.208604128636543
"BCAT2","BCAT2",382.535654575089,-0.0463065223811667,0.484450730255823,-0.0955856178743167,0.923849688166753,0.959362245201621
"BCCIP","BCCIP",933.864244292173,-0.377023423968568,0.560295210508976,-0.672901386442474,0.501010030098735,0.679422772628117
"BCDIN3D","BCDIN3D",68.747919236996,-0.0947163754341409,1.1119738268346,-0.085178601463818,0.932119402303381,0.963244770157682
"BCKDHA","BCKDHA",932.260831930937,0.891218566828026,0.56469455165522,1.5782312122823,0.114512502180695,0.269194525129002
"BCKDHB","BCKDHB",1312.80453922704,-0.147429317909721,0.481897646083397,-0.305934920222057,0.759654197373623,0.860624607759784
"BCKDK","BCKDK",676.357444655025,-0.743150219095313,0.505637509831179,-1.46972921242222,0.141635107638763,0.307100952073079
"BCL10","BCL10",1016.71077811431,0.927507382179676,0.43667010900358,2.12404596297218,0.0336663003634086,0.122245470017084
"BCL11B","BCL11B",20.1304041272083,0.094339622794221,1.35547795943962,0.0695987877465914,0.944513001840685,0.969767006649472
"BCL2","BCL2",4.85069433673902,-5.29414256290743,3.34320018723999,-1.58355535606681,0.113294940133892,0.267397193188052
"BCL2A1","BCL2A1",3.66797060342429,-3.38101925215786,3.17431358879318,-1.06511822401367,0.28682243334948,0.477541821655677
"BCL2L1","BCL2L1",2227.58107128412,0.0221935064612888,0.451893238801808,0.049112278201229,0.960829818626517,0.978710687412844
"BCL2L11","BCL2L11",99.8141472938922,1.9265563586513,1.02478632311586,1.87995908531801,0.0601136542815347,0.177140858709488
"BCL2L12","BCL2L12",595.07564751817,1.03294547980271,0.51333432974182,2.01222754831578,0.0441959557864337,0.145100822612175
"BCL2L13","BCL2L13",585.855153548197,0.456396660504161,0.586407803513316,0.778292269935315,0.436396731544272,0.624232438325005
"BCL2L14","BCL2L14",395.097138898738,1.07798603753212,0.611952964802151,1.7615504777898,0.0781452773128138,0.210409888564916
"BCL2L15","BCL2L15",494.825863429959,0.985588183327981,0.436129889995625,2.25985011790379,0.0238305546748309,0.0978092911374074
"BCL2L2","BCL2L2",74.774688719766,-1.56356823900091,0.766737273334448,-2.03924902750735,0.0414251800403048,0.138974248247989
"BCL2L2-PABPN1","BCL2L2-PABPN1",630.179075152989,-2.25533183747887,1.20412394871057,-1.87300637936317,0.0610675040769106,0.178909370342361
"BCL3","BCL3",120.713105549731,-1.08967570035872,0.805605254761131,-1.3526174189142,0.176177884712048,0.353827134562025
"BCL6","BCL6",203.663417014332,0.803249051428548,0.741838534010346,1.08278151457868,0.278905412445279,0.469612430573898
"BCL7A","BCL7A",186.670885094646,-0.737629325909354,0.650702681258932,-1.1335888834548,0.256967038215785,0.446589865243295
"BCL7B","BCL7B",1023.04909608064,0.517469582861184,0.493004515380527,1.04962442881841,0.293890821013629,0.48499093862627
"BCL7C","BCL7C",318.482664120125,0.980126057517768,0.651702850766897,1.50394624845418,0.132595207437335,0.295284514634624
"BCL9","BCL9",192.16938507182,-1.80330442734631,0.909085222096077,-1.98364727917195,0.0472951746455119,0.152109201350389
"BCL9L","BCL9L",751.457301815755,-3.92425581303533,0.808047524328844,-4.85646659990051,1.19498926888145e-06,5.56485637626097e-05
"BCLAF1","BCLAF1",1332.91942138126,-1.86498249475443,0.547052887162835,-3.40914478018156,0.000651668847378931,0.00770913735661415
"BCMO1","BCMO1",690.787726288169,0.200527975533757,0.481639790004181,0.416344288191006,0.677158089132994,0.805745620497395
"BCO2","BCO2",76.336334633824,1.43015690418952,0.73260343541414,1.95215697204731,0.0509195709232701,0.159089522124402
"BCOR","BCOR",863.217811352872,0.19987882495484,0.794829138231286,0.251473952502075,0.801447698157107,0.88908994057828
"BCORL1","BCORL1",170.299023359807,-4.25144661511854,0.748248763210561,-5.68186253576495,1.33235732711598e-08,1.22152185196652e-06
"BCR","BCR",1471.79904750266,-4.95601784228039,1.10121150343224,-4.5005140491482,6.77893238494995e-06,0.000227032326837513
"BCS1L","BCS1L",450.503094478331,-0.438907702791312,0.562417966220768,-0.780394171510208,0.435158897524396,0.623191044399626
"BDH1","BDH1",679.813690813368,1.16173639635824,0.44570095330953,2.60653783154786,0.00914627195862513,0.0507246364314072
"BDH2","BDH2",469.299580012046,-0.19628595771182,0.723988303481626,-0.271117581275678,0.786300599912904,0.878130452997518
"BDKRB1","BDKRB1",10.5459499423539,-0.0650793469174374,1.55850751197742,-0.0417574804210379,0.966692031134874,0.982052388886288
"BDKRB2","BDKRB2",31.5851083603581,-0.0405510619450134,0.928035000794491,-0.043695616986749,0.965147033019583,0.981132489768833
"BDNF","BDNF",110.460607727104,-4.19027684416269,1.39122058047657,-3.01194282414028,0.00259581485168318,0.0208761009097262
"BDNF-AS","BDNF-AS",4.40302663080895,3.01692528288936,2.46813587920565,1.22234975323171,0.221575391967259,0.407468053985683
"BDP1","BDP1",1474.13206497601,-2.02191281799988,0.732231296947715,-2.76130346576029,0.00575711549215601,0.0367178813714941
"BEAN1","BEAN1",37.5700562589463,-4.50171966158377,1.60657679077155,-2.80205694956034,0.00507779090833452,0.0334164651927041
"BECN1","BECN1",959.680473680084,-1.10721125966988,0.406227922378556,-2.72559122274734,0.00641864368632878,0.0396776587588524
"BEGAIN","BEGAIN",9.17846924863011,-3.59418201345511,1.91182018324013,-1.87997911360248,0.0601109245255075,0.177140858709488
"BEND3","BEND3",36.6340410316954,-0.195331342115479,1.49922792976954,-0.130287955711648,0.896338608795398,0.943619280351636
"BEND6","BEND6",4.30605372033077,0.400726623504441,3.00036435542461,0.133559320147213,0.893751053722575,0.942044564709094
"BEND7","BEND7",140.264419235943,-3.26433924399785,0.711098379561851,-4.59055925005651,4.42059943232026e-06,0.000160113019932607
"BEST1","BEST1",4.29487709884519,-1.90912257947346,3.00307554527005,-0.635722462087374,0.524957333254805,0.698213720329562
"BEST3","BEST3",9.99265275796748,-3.6774323457203,1.79881200124507,-2.04436725081605,0.0409172800719323,0.138049421523898
"BEST4","BEST4",2.9852205561435,-1.54758283443046,2.28356835507529,-0.677703748605079,0.497959549169655,0.676787605556349
"BET1","BET1",695.481032554262,1.32005251554532,0.67688694783265,1.95018166589273,0.0511544702271929,0.15972433455996
"BET1L","BET1L",96.1819943041532,-0.490760897032108,1.14874443143134,-0.427215038962686,0.669222708480925,0.800132684872988
"BEX2","BEX2",84.4553622547696,0.829483656402018,1.05600177047875,0.785494569792208,0.432163652871613,0.620294385907406
"BEX4","BEX4",41.4711613465552,1.7914996844072,1.49139209659757,1.20122648396373,0.229663358754225,0.416484286590428
