"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NOP16","NOP16",283.560479821584,0.555859255582555,0.489405736386209,1.13578410356822,0.256046931567151,0.445764451803725
"NOP2","NOP2",1026.31681847192,-1.90376207242408,0.591816709699152,-3.21681027457277,0.00129624287142797,0.0127102852145567
"NOP56","NOP56",3754.98255470857,0.646878706073159,0.494155863452476,1.30905804001528,0.190514691192245,0.371251849712665
"NOP58","NOP58",2325.37085626704,-0.0704186053662875,0.493862585142022,-0.142587447368658,0.886616011724937,0.937695272466592
"NOP9","NOP9",339.678232284625,-0.914710415377125,0.579565574187302,-1.578269062409,0.11450381015319,0.269194525129002
"NOS1AP","NOS1AP",81.3414715648783,-0.808857204242545,1.3763309212263,-0.58769093374859,0.556739762079189,0.720587041826145
"NOS2","NOS2",6.22376690644631,6.1879724657456,2.63208475350673,2.35097766418857,0.0187241577781578,0.0829051223808624
"NOS3","NOS3",6.97032020168927,-5.21642851614192,2.28019946227817,-2.28770710739934,0.0221545835275447,0.0927205665522265
"NOSIP","NOSIP",1549.24896427496,1.00927313727394,0.572994405724017,1.76140138052248,0.0781704915504011,0.210439152239463
"NOSTRIN","NOSTRIN",1844.75568080958,0.512341550598857,0.587253031542247,0.872437472571819,0.382969765290251,0.575356768439439
"NOTCH1","NOTCH1",869.025428065365,-2.9434981950194,1.04635651814903,-2.81309299838486,0.00490674579950427,0.0326574655775536
"NOTCH2","NOTCH2",5172.53353564746,-0.717863774918695,0.602661382506748,-1.19115608823775,0.233592314492058,0.420850609344633
"NOTCH2NL","NOTCH2NL",229.66283654752,1.00784018613031,0.727645648725482,1.38507003772455,0.166031052577924,0.340345096459694
"NOTCH3","NOTCH3",657.095243138237,-7.17939732954237,1.03305707503284,-6.94966183675202,3.66162854448439e-12,9.7658962034621e-10
"NOTCH4","NOTCH4",5.19922344187005,-5.72317079151618,2.48693321760777,-2.30129653301323,0.0213748755965899,0.0908834927902544
"NOV","NOV",135.150191484251,0.931846119141376,0.516257921944608,1.80500110416002,0.0710745092502855,0.197872836627906
"NOX1","NOX1",103.401839069932,-2.13840356832292,1.11226556423605,-1.92256565075955,0.0545346212988409,0.166568645170542
"NOX5","NOX5",7.68909861388391,-5.70067548720225,2.26290619687446,-2.51918329406498,0.0117627406075815,0.060606828933127
"NOXA1","NOXA1",43.7190228004064,1.06538020312959,0.859967510890056,1.23886099141924,0.215396982006963,0.400479717691083
"NOXO1","NOXO1",102.024545216486,-0.664368221596412,0.580565004901217,-1.14434768886811,0.252479473253322,0.442127870567539
"NOXRED1","NOXRED1",13.9183220473819,3.8136517890739,1.81282965422602,2.10370112833471,0.0354045259820228,0.125940592714227
"NPAS1","NPAS1",2.88867791056926,-0.361528935250387,2.68038940912157,-0.134879258222733,0.892707339216668,0.941417969731798
"NPAS2","NPAS2",716.738123544448,-0.485047924170544,0.734750804671038,-0.66015296762786,0.509155670748259,0.686218718688553
"NPAT","NPAT",1160.95767500131,0.0597271563288665,0.542785044816949,0.110038323456405,0.912378981721821,0.953254079977022
"NPC1","NPC1",2792.57557729714,-0.367190069197839,0.478635144989543,-0.767160692317864,0.442985980401064,0.629923587690177
"NPC1L1","NPC1L1",16.2507457249463,-2.08487054113215,1.85166173383167,-1.12594568599628,0.260188509875718,0.450383252742727
"NPC2","NPC2",4410.90019169219,0.164972928925199,0.696572888066336,0.236835127739695,0.812784698694894,0.89533440546165
"NPDC1","NPDC1",595.296555724867,-0.98556182822288,0.528485232312629,-1.86488054530891,0.0621981499618598,0.180956894444768
"NPEPL1","NPEPL1",165.97087262768,-0.10933928279509,0.521604065396732,-0.209621224312978,0.833963313056485,0.908938839380754
"NPEPPS","NPEPPS",8455.69833019882,0.433516661207714,0.444723492805226,0.9748004506647,0.329659253533052,0.521939729096205
"NPFFR1","NPFFR1",6.1809954473166,1.61481287004298,2.89290342697275,0.55819798718023,0.576709195185641,0.735913154054721
"NPHP1","NPHP1",306.314936677399,0.184865409726346,1.04198632419621,0.177416349364231,0.859181366090067,0.924675822389962
"NPHP3","NPHP3",570.398735795603,0.135035219624236,0.61071425056352,0.221110313865504,0.825006539699448,0.903675398062366
"NPHP3-ACAD11","NPHP3-ACAD11",112.185214385124,1.78892326067809,0.543983963335637,3.28855882020612,0.00100701739729267,0.0106285625482482
"NPHP4","NPHP4",166.829504063339,-0.388582020960354,0.713450299290698,-0.544651843788806,0.585992990991747,0.742693207608254
"NPIP","NPIP",3187.14292438493,-2.03541029504288,0.665593172653026,-3.05803962340813,0.00222790115393655,0.018728413769109
"NPIPL1","NPIPL1",595.837369511878,-0.642101451011477,1.36358099989041,-0.470893515722999,0.63771677878489,0.777805556497511
"NPIPL2","NPIPL2",960.779384906929,-0.163907965928255,1.28794264193814,-0.127263404899461,0.898731923410114,0.945175528757316
"NPIPL3","NPIPL3",2238.48369589433,-2.06439037367911,0.80563213378294,-2.56244790533059,0.0103937179049785,0.0557114464343458
"NPL","NPL",58.0194396881123,-0.203536414852007,1.17418315623009,-0.17334298637488,0.862381836841792,0.926081930060926
"NPLOC4","NPLOC4",1867.71707438694,-0.496841828083783,0.42530923558393,-1.16818960538593,0.242730292411885,0.431432286367374
"NPM1","NPM1",39647.6469622616,0.940946888135939,0.537888702509949,1.74933380036651,0.0802333365921284,0.21383408693131
"NPM2","NPM2",79.8307121411607,0.194184817983841,1.22071202052782,0.159075043678098,0.873609750093435,0.932366947511692
"NPM3","NPM3",475.328745559258,-0.598820939347457,0.854811117599955,-0.700530125331969,0.483596298441414,0.664562450323015
"NPNT","NPNT",1741.49597761654,-1.04457226750669,0.520105490212907,-2.00838538943146,0.0446023542703394,0.14593352783893
"NPR1","NPR1",6.44771181175602,-5.22667779354452,2.34761513317735,-2.22637762028334,0.025988898233845,0.103148870257669
"NPR2","NPR2",229.760793801958,-0.468035246144872,1.20635430555848,-0.387974945659267,0.69803457467929,0.820667562392442
"NPRL2","NPRL2",1417.58765268035,1.36400964512566,0.659375301802657,2.06863927325851,0.0385799496682557,0.132878441343894
"NPRL3","NPRL3",213.407494361212,-4.2732572182363,1.11300143107972,-3.8393995721019,0.000123335566087003,0.00226434220141458
"NPSR1","NPSR1",296.374796487755,12.5102824165598,1.38608214048731,9.02564289022693,1.78643314636106e-19,2.71673100605081e-16
"NPTN","NPTN",951.346750521801,-0.698388105301516,0.512902815551457,-1.36163827556811,0.173312069627345,0.349916208833064
"NPTXR","NPTXR",3.16425965576634,3.22256542444394,2.6233531598133,1.2284146388713,0.219291355314518,0.404830718740078
"NPW","NPW",3.56232297274514,-4.39970730420423,2.80246954402063,-1.56993938206803,0.116429214410349,0.272175322101261
"NPY1R","NPY1R",339.644809923271,1.38581051936798,0.507706110244016,2.72955257265256,0.00634203359867853,0.039323317942398
"NPY4R","NPY4R",44.14635842608,-0.910377234696139,1.19665445498479,-0.760768683811659,0.446795242347245,0.632263111131751
"NPYY1","NPYY1",22.0956227383197,2.86135923105791,1.93881113601395,1.47583185278204,0.139989037461664,0.305489317245634
"NQO1","NQO1",14963.6786414554,1.08791913254561,0.525361121555489,2.0708025164186,0.0383772549828738,0.132335673094446
"NQO2","NQO2",276.329098529367,2.05653171741864,0.499039371279511,4.12098090005563,3.77262704879061e-05,0.000882626254843852
"NR1D1","NR1D1",376.539470504441,1.34960495325277,0.815910575079122,1.65410891153346,0.0981053857517635,0.243627544200545
"NR1D2","NR1D2",559.436153867152,1.44804071175325,0.591700384485944,2.44725328852249,0.0143949638051461,0.0694832918913089
"NR1H2","NR1H2",192.928259894486,-0.400194927775302,0.607439691061671,-0.658822486683161,0.510009765674917,0.687054206326141
"NR1H3","NR1H3",151.323753171803,0.0224347706774951,0.5641750994764,0.0397656165582572,0.968279988549133,0.982543527798466
"NR1H4","NR1H4",183.464855753515,6.27369197737442,0.745774286120577,8.41232004660467,4.01979260218535e-17,3.35354735607807e-14
"NR1I2","NR1I2",146.282450105951,-0.613688164327203,1.23374086168813,-0.497420636200289,0.618892456223749,0.764508079187046
"NR2C1","NR2C1",2114.5915972706,1.23108627834802,0.496409695238858,2.47998032704751,0.0131389631706069,0.0655785814051148
"NR2C2","NR2C2",372.353149953754,-1.09954632052639,0.602381048661402,-1.82533352098274,0.0679507146242702,0.191833917017594
"NR2C2AP","NR2C2AP",571.145240502822,1.20703277058495,0.553981140089198,2.17883368807575,0.0293440253609103,0.111775514936171
"NR2E1","NR2E1",4.77731197442532,-4.85176849827229,2.62554228255552,-1.84791101271083,0.0646152171257135,0.185814667715564
"NR2F1","NR2F1",82.7126230060626,-2.91182393803355,1.18296776194231,-2.46145671227137,0.0138374094674595,0.0676828807863167
"NR2F2","NR2F2",304.281225613631,-2.57749582331043,0.976680434436767,-2.63903702012503,0.00831419011588256,0.0473709738994932
"NR2F6","NR2F6",178.791229266119,-4.14430574856159,0.884690798555818,-4.68446801450497,2.80687993120082e-06,0.00011374066770935
"NR3C1","NR3C1",1479.79230774688,0.334017673360183,0.475271192823952,0.702793854126791,0.482184227855374,0.66339902817581
"NR3C2","NR3C2",390.166324714927,1.76062183160596,0.718203872320483,2.45142347383547,0.0142292439454742,0.0688873859525283
"NR4A1","NR4A1",63.3001913851083,-1.54027946831501,0.892257723648891,-1.726271936337,0.0842985016605006,0.221175073689633
"NR4A2","NR4A2",77.9318009568692,-2.7797888507386,1.18392273228501,-2.34794786427786,0.0188771633895033,0.0833059896993453
"NR5A2","NR5A2",213.815521201291,1.17014405796139,0.432387495994028,2.70623935428871,0.00680499784757038,0.0413001710492387
"NR6A1","NR6A1",4.46549248425632,0.99232414306799,2.50287728379803,0.396473350687883,0.691755863632985,0.816229630279299
"NRARP","NRARP",10.2860749275713,-3.19474965169118,1.5192523756975,-2.10284328186384,0.0354794711620318,0.126108156645468
"NRAS","NRAS",1985.41935786602,0.67329662140817,0.534857685738587,1.25883321743505,0.208090579553623,0.391641885370592
"NRBF2","NRBF2",186.070318369183,-0.330459191026606,0.677338584909346,-0.487878881240516,0.625635634099516,0.769660266834044
"NRBP1","NRBP1",2989.19551555372,-0.0849518272029085,0.359435667450598,-0.236347794322845,0.813162802736962,0.895382461593492
"NRBP2","NRBP2",151.944241142591,-0.783131765250304,0.950934719692684,-0.823538933885378,0.410201586133421,0.600044581869879
"NRCAM","NRCAM",165.60296519073,-4.07882845476175,0.86779892085039,-4.70019996195057,2.59906865921301e-06,0.000107094770117965
"NRD1","NRD1",3469.02128005989,0.191031899927917,0.429084797873272,0.445207802454789,0.656169588658643,0.790843711238406
"NRDE2","NRDE2",93.4448348968957,-1.54419828771279,1.19154142193795,-1.2959669376842,0.194986875806789,0.376300813210076
"NRF1","NRF1",189.66844657515,0.336912993923459,0.556856376796492,0.605026732138128,0.545161234818937,0.711986811842076
"NRG1","NRG1",66.5923102091874,-4.76639951596801,1.24905593603364,-3.81600165249897,0.000135631595776651,0.00242927946086409
"NRG3","NRG3",5.27369946064655,-4.93669739192618,2.60557846624938,-1.89466464198729,0.058136844896551,0.173619232343929
"NRIP1","NRIP1",738.072659686476,-0.530818386015213,0.466648432070509,-1.13751241734593,0.255324136620821,0.445226731804428
"NRIP3","NRIP3",368.533203066987,1.42378621752753,0.617021795315125,2.30751365403612,0.0210262019439033,0.0899747247126945
"NRM","NRM",47.3334301162238,-3.24222215546489,0.968372411254077,-3.34811495844465,0.000813632537916137,0.00909693269717364
"NRN1L","NRN1L",14.1991631246091,2.37455460851147,1.54290045830249,1.53901996446612,0.123799422382112,0.28288707386997
"NRP1","NRP1",474.887934080383,-2.22186544341733,0.657562101091253,-3.37894388945172,0.000727648578106522,0.00843084268403954
"NRP2","NRP2",490.193559792032,-1.0869805773032,0.641699287288344,-1.69390959104303,0.0902824641561069,0.23121293787786
"NRSN2","NRSN2",42.6653118315976,-1.67712291961104,1.13717703734975,-1.47481250898248,0.140262957243112,0.305786786191058
"NRXN2","NRXN2",8.4450931145539,-2.12030707631232,2.69280608410797,-0.787396867834504,0.431049579718097,0.619786932452927
"NSA2","NSA2",1962.07116370625,1.40134035171766,0.579049278135848,2.42007097604722,0.0155174780020823,0.0732151446807802
"NSD1","NSD1",2065.96144509803,-0.945491986753601,0.614438129819368,-1.53879119941914,0.123855279051608,0.282951734684324
"NSDHL","NSDHL",2453.13763351424,0.221599742162119,0.463895375557571,0.477693363284277,0.632868468665406,0.774791150630348
"NSF","NSF",1228.2602426219,-0.414863068132996,0.553283064610878,-0.749820651793792,0.453362728934781,0.638445941804662
"NSFL1C","NSFL1C",1041.83943093415,-0.442369280849954,0.452767784553011,-0.977033472659008,0.328552581324566,0.52069336813419
"NSFP1","NSFP1",405.186461624703,0.20629287583678,0.671046906771479,0.307419457202016,0.758524120069905,0.860045831371734
"NSL1","NSL1",956.093782434114,1.8251728873084,0.62985799543415,2.8977529864495,0.0037584647685698,0.0270946509144281
"NSMAF","NSMAF",856.34572767599,-0.646149077076259,0.406920243098943,-1.58790103966184,0.112308718377089,0.265701111314558
"NSMCE1","NSMCE1",884.13517264018,-0.0736488626593775,0.605219316119374,-0.121689544100491,0.903144894292137,0.947559995559503
"NSMCE2","NSMCE2",1288.43800038067,2.02850956616223,0.668568777807791,3.03410753462587,0.00241248421103372,0.0197481757207888
"NSMCE4A","NSMCE4A",643.996672023798,0.490504454502811,0.673447661078978,0.728348293194663,0.466400406801967,0.649459548606145
"NSMF","NSMF",1740.74843116203,-3.09814955062047,0.60397555096406,-5.12959431168238,2.90367268282278e-07,1.71749897517449e-05
"NSRP1","NSRP1",211.483842460572,-2.85843818622189,0.680704249147279,-4.19923658446773,2.67816385635606e-05,0.0006891949265504
"NSUN2","NSUN2",1710.43406860755,-1.04168162401856,0.542795214878573,-1.91910612965075,0.054970903891052,0.167678974667882
"NSUN3","NSUN3",440.91801309517,0.904631990328384,0.613400652062741,1.47478159223713,0.140271271680389,0.305786786191058
"NSUN4","NSUN4",391.714798588514,1.47146409767734,0.471638658756353,3.1198971296318,0.00180914208665906,0.0160838213752737
"NSUN5","NSUN5",537.368395643589,-1.54050624179059,0.54479266157105,-2.82769271771786,0.0046884785867044,0.0317375599392556
"NSUN5P1","NSUN5P1",309.392137278669,0.834428569802925,0.779143312221363,1.07095646810334,0.284189003707746,0.474684517805679
"NSUN5P2","NSUN5P2",786.804664740128,0.641158187153051,0.642191313793717,0.998391247875087,0.318089675937533,0.509339314084452
"NSUN6","NSUN6",143.447064230452,-0.923851256751163,0.651229578992386,-1.4186260676006,0.156008061917419,0.326459666229189
"NSUN7","NSUN7",251.461627770976,0.553967690418302,0.436466281422529,1.26921073630892,0.204365912857692,0.38766059757981
"NT5C","NT5C",346.399422798183,-0.422734285207298,0.58614469425938,-0.721211484719557,0.470779406769281,0.653125627369908
"NT5C2","NT5C2",2343.05753603146,0.391311326680644,0.497079565829005,0.787220705860306,0.43115267823065,0.619813664931929
"NT5C3A","NT5C3A",4461.38443716289,0.299867059072981,0.5367939956261,0.558625956170067,0.576417021798871,0.73587150512186
"NT5C3B","NT5C3B",954.592406749659,0.676420716054868,0.582450564995175,1.1613358398244,0.245505349900803,0.434626837761874
"NT5DC1","NT5DC1",1597.69817046252,1.05371138244017,0.416592074492091,2.52936012698958,0.0114270710794758,0.059272880362387
"NT5DC2","NT5DC2",2566.17516089287,-1.31350882578406,0.603817411078661,-2.17534109100565,0.0296045654342771,0.112330411369739
"NT5DC3","NT5DC3",206.443320715,-0.887926915543198,1.17677622781385,-0.754541853035849,0.450523923921974,0.635944518861762
"NT5E","NT5E",4818.38172323067,-1.06686333593701,0.401648068688388,-2.65621428087762,0.00790233835624837,0.0457275744961764
"NT5M","NT5M",7.94282043567219,3.56870151486328,2.65108635637819,1.34612797741477,0.178261247305419,0.356323147375471
"NTAN1","NTAN1",567.603331880373,-0.0443358384599445,0.558663557366412,-0.0793605343955984,0.936745858585919,0.966209529732379
"NTF3","NTF3",3.3555584266692,6.04988149313984,3.93404850628034,1.53782585127808,0.124091200981569,0.283347031940025
"NTF4","NTF4",2.92756068442816,0.586888263032261,2.7986925521035,0.209700869997726,0.833901146472092,0.908938617744027
"NTHL1","NTHL1",391.185714630475,-0.40105047871833,0.587831127462843,-0.682254579558107,0.495077988072373,0.674324075900396
"NTM","NTM",6.18247603353019,-3.17733763108681,3.51571781932781,-0.903752176474248,0.366126825497153,0.559507699053832
"NTMT1","NTMT1",133.422606646984,-0.374658196900143,0.693950167316898,-0.539892076615139,0.589271462451823,0.745179894363504
"NTN4","NTN4",303.131530211888,-1.77332754018286,0.629964017251063,-2.81496639747937,0.00487823343469542,0.0324824358844971
"NTN5","NTN5",4.72345808167807,-0.715101342961804,2.71413885318405,-0.263472645153321,0.792186304922308,0.882507666207441
"NTPCR","NTPCR",2494.85054330475,2.02550010837004,0.722413047682328,2.8037977925071,0.00505045685454105,0.0333115341376523
"NTRK2","NTRK2",52.4809966919448,10.1020773823871,1.60911554168723,6.27803108022598,3.42887383569018e-10,5.13019267810059e-08
"NTS","NTS",190.475920139895,-3.52064481741597,1.2545971784601,-2.80619538913456,0.00501302846614598,0.0331991487900205
"NTSR1","NTSR1",78.8620777786225,-6.02073566883674,1.27146672272828,-4.73526798713034,2.18765838973714e-06,9.2747863927902e-05
"NUAK1","NUAK1",69.8923265250321,-1.4594038439268,1.43088125297133,-1.01993358351452,0.30775996075411,0.498622803656068
"NUAK2","NUAK2",77.1371848490094,1.55524331505611,0.863570872453796,1.80094461805661,0.0717116094914323,0.198853988587868
"NUB1","NUB1",1194.27860185009,0.209618393846263,0.696193222137286,0.301092264591062,0.763344139463728,0.862872403621285
"NUBP1","NUBP1",380.97617581163,-0.167745849999913,1.10067788329392,-0.152402308201117,0.87886963666344,0.934348362097115
"NUBP2","NUBP2",210.589933710554,0.4985563550882,0.562840490530964,0.885786228026841,0.375732732446043,0.568281257020917
"NUBPL","NUBPL",331.328320465998,-1.47541091637122,0.44768505979654,-3.29564474865826,0.000981961020996,0.0104455302516246
"NUCB1","NUCB1",1392.44759569436,-0.28301914810179,0.550883876869106,-0.513754640470332,0.607423544703236,0.75793603072914
"NUCB2","NUCB2",1042.39777820618,-0.0379725530258029,0.731688928319934,-0.0518971267106549,0.958610663745288,0.977933789369135
"NUCKS1","NUCKS1",1275.15058168776,-0.853184781914427,0.586977161416239,-1.45352296136342,0.146078609216985,0.313381455955176
"NUDC","NUDC",2619.75398495919,-1.96829394771927,0.557885578434131,-3.52813197509758,0.000418503445255263,0.00565808943635894
"NUDCD1","NUDCD1",825.546601111461,0.0222443247538952,0.463379842789945,0.0480045153021012,0.961712644066942,0.979208762063528
"NUDCD2","NUDCD2",368.286465759435,0.628748751103069,0.547724202131853,1.14792946642827,0.250997682688225,0.440206241912192
"NUDCD3","NUDCD3",743.597253869672,-0.0900267942042626,0.474368803560285,-0.189782282326712,0.84947974022664,0.91921025436508
"NUDT1","NUDT1",291.817959634049,0.104213493609463,0.666168540451173,0.156437128566418,0.875688473062549,0.9331266450663
"NUDT12","NUDT12",831.305300818758,1.41733709207462,0.56557312506897,2.5060191675511,0.0122099000649884,0.0621252251312227
"NUDT13","NUDT13",67.8392173533413,-0.633051649728038,1.35367642920278,-0.467653595845547,0.640032330709622,0.779463201260228
"NUDT14","NUDT14",161.296042880125,1.4629589873631,0.756782244056745,1.93313069757145,0.0532200993371581,0.164113020217947
"NUDT15","NUDT15",227.186955910995,0.296956788579192,0.705210673582074,0.421089469719479,0.673689750672668,0.80335613202325
"NUDT16","NUDT16",132.95047773922,0.115354537725446,0.78735451271002,0.146509019588144,0.883519570147726,0.936127534659339
"NUDT16L1","NUDT16L1",437.081229272038,1.76662948920868,0.653826317740815,2.70198589636612,0.00689266860634043,0.0416255890433955
"NUDT17","NUDT17",19.0031299217311,-2.1395450896811,1.72639342747408,-1.23931489522148,0.215228904626296,0.400433589200617
"NUDT18","NUDT18",12.6522450808551,-0.285271130356445,1.41518851413493,-0.201578183759373,0.840246501947023,0.913140905101562
"NUDT19","NUDT19",284.832006194749,0.0128866152412449,0.640736519373657,0.0201121909733536,0.98395387512259,0.991023770341294
"NUDT2","NUDT2",275.577710178343,0.978073202841044,0.928264651502071,1.05365770554591,0.292039659325761,0.482890733996747
"NUDT21","NUDT21",879.734529631282,-1.2218635118,0.5719438233192,-2.13633483216774,0.032652131673857,0.119653789538798
"NUDT22","NUDT22",489.224013256707,0.865833497094138,0.399954813267239,2.16482829652962,0.0304008369716322,0.114346122445352
"NUDT3","NUDT3",140.264974171082,-1.58953176241453,1.0816314223516,-1.46956877321361,0.141678582795952,0.307120309004555
"NUDT4","NUDT4",3788.36592599495,0.547664142895173,0.388927234686049,1.40814037704832,0.15908950701469,0.330728467835472
"NUDT5","NUDT5",1738.85897071466,-0.0845672721734974,0.536880343996812,-0.15751605198271,0.874838158154204,0.933037730257671
"NUDT6","NUDT6",126.605359215249,1.02881481178634,0.70494179479533,1.45943228133472,0.14444616647316,0.310703535187567
"NUDT7","NUDT7",65.58264033428,1.34772653999806,0.818629484765355,1.64632054559379,0.0996977816741997,0.24592016856181
"NUDT8","NUDT8",221.169748658974,0.0541358111562808,0.720311869952597,0.0751560725493021,0.940090534486638,0.967596691719372
"NUDT9","NUDT9",149.824961642683,-2.48350851516531,0.886406633321339,-2.80177113054725,0.00508229148850794,0.0334164651927041
"NUF2","NUF2",874.045425504068,1.73773400188969,0.733359903285731,2.36955142230162,0.0178096783242522,0.080197478848066
"NUFIP1","NUFIP1",123.583544015656,-1.0773151260475,0.983819747790571,-1.09503303675993,0.273502163277814,0.464122218987202
"NUFIP2","NUFIP2",1309.33835140631,-0.383243098539328,0.535484930442531,-0.715693527029064,0.474180608570685,0.656203334634282
"NUMA1","NUMA1",2538.0530106468,-1.34982325179812,0.574621680586167,-2.34906425810661,0.0188206584818246,0.0831530152880117
"NUMB","NUMB",753.43531034027,-1.71906188654798,0.5375177418518,-3.19814910783344,0.00138312743852287,0.0133323256488099
"NUMBL","NUMBL",31.0577219309753,0.38076196662564,0.880797776971897,0.432292152160811,0.665529090252988,0.797228051397603
"NUP107","NUP107",1636.74569549876,-0.684542216801732,0.422376953663635,-1.62069026461817,0.105084082566446,0.254664787224202
"NUP133","NUP133",1145.3239820842,0.502694471898898,0.468252653712738,1.07355391990429,0.283022659816623,0.474150228055052
"NUP153","NUP153",951.908740451406,-0.431901162527618,0.485782632666809,-0.889083169063913,0.373958383687238,0.5668108628134
"NUP155","NUP155",3056.77663087675,-0.376675028252199,0.488114480638172,-0.771694025056839,0.440295670368217,0.627728368999064
"NUP160","NUP160",4127.64234368287,0.181952708978771,0.362349614265169,0.502146826753945,0.615564243107521,0.762656212747314
"NUP188","NUP188",1321.22078406936,-1.39910576541552,0.445394314479737,-3.14127441669257,0.00168214338612094,0.0153453739620697
"NUP205","NUP205",3789.15967923933,0.718844032009676,0.534966380011924,1.34371814541627,0.179039547369573,0.356883068106265
"NUP210","NUP210",1831.0548596039,-0.952249512975376,0.730974505476831,-1.30271234610871,0.192672985462388,0.37390627950158
"NUP210L","NUP210L",37.6197104524728,3.90656333068919,1.18274705310192,3.30295756852124,0.000956708630129223,0.0102587418825772
"NUP214","NUP214",922.525954317624,-1.20772197065847,0.702278380009491,-1.71971970807666,0.0854834036377713,0.223084157260713
"NUP35","NUP35",755.004150559555,0.740912532448963,0.562728185107613,1.31664372259455,0.187958075820376,0.368210071342027
"NUP37","NUP37",3204.66061667304,1.3560579258637,0.6885288897218,1.96950040311542,0.0488956563327723,0.155249853020789
"NUP43","NUP43",566.753428101915,-0.0651349476694652,0.479955085798248,-0.135710506246922,0.892050141782765,0.941266258798114
"NUP50","NUP50",644.759297507246,-2.69111488248896,1.13917129650686,-2.36234435570925,0.0181597651460347,0.081215120404629
"NUP54","NUP54",1339.55323324208,0.504977076224383,0.481590422998921,1.04856129214495,0.29438007887803,0.485306965280044
"NUP62","NUP62",1057.55364845434,-1.61844594740699,0.566778993240522,-2.85551505385482,0.00429670858993969,0.0298854520179352
"NUP62CL","NUP62CL",316.260805526308,1.33389694421903,0.686425102824415,1.94325198587651,0.0519857196906008,0.161426444145094
"NUP85","NUP85",1603.97141677808,-0.0202626743373364,0.370300487448056,-0.0547195454075085,0.956361897707121,0.97694099425249
"NUP88","NUP88",2695.72074592249,0.604145722368352,0.529438886914945,1.14110568244944,0.253825946878501,0.443776155116909
"NUP93","NUP93",1161.89870937701,-0.490882400759086,0.470824932274869,-1.04260069318612,0.297133268086072,0.487871939730758
"NUP98","NUP98",4704.48314794333,-0.325949287162937,0.395217484626513,-0.824733975195872,0.409522638355968,0.599230681500618
"NUPL1","NUPL1",1152.33746354773,0.58466865252457,0.479413636465398,1.21954948306267,0.222635706638924,0.408587912008805
"NUPL2","NUPL2",801.302462542761,1.09576862399942,0.499430947807,2.1940342880451,0.028232944655995,0.109130188447639
"NUPR1","NUPR1",3.43516540748895,6.13117597175505,3.932174499855,1.5592329312906,0.118941259198745,0.275806090924185
"NUPR1L","NUPR1L",14.3217098591132,3.90758256196587,1.62605561120565,2.40310511832284,0.0162565136682728,0.0754641768987006
"NUS1","NUS1",1635.00576504135,0.656005142417768,0.433746754382404,1.51241510349012,0.130428295028091,0.292322789880377
"NUSAP1","NUSAP1",825.622804961185,-0.193559856325765,0.459704909364438,-0.421052402058028,0.673716817346176,0.80335613202325
"NUTF2","NUTF2",1221.5294729011,0.255206714138555,0.628815620776572,0.405853012721569,0.684850604225567,0.811289785068203
"NUTM2A","NUTM2A",122.60108515588,0.54344263384222,1.30466973262653,0.41653655346796,0.677017425226477,0.805708957540743
"NUTM2A-AS1","NUTM2A-AS1",2.95423407445253,-1.28313153842598,2.64118794253492,-0.485816066990855,0.627097581629742,0.770457281229135
"NUTM2D","NUTM2D",89.2595511180931,-9.30813484495532,1.53336594288431,-6.07039362531193,1.2759711188588e-09,1.58620511377456e-07
"NVL","NVL",614.162038319781,0.835848609536938,0.545170784790739,1.53318672396903,0.125229854401741,0.285044027871941
"NWD1","NWD1",6.70113267272606,-1.06758791488847,1.68802071733077,-0.632449533307046,0.527093175556903,0.69959552951902
"NXF1","NXF1",752.097669617731,-0.288742389134205,0.489882874112225,-0.589411070263417,0.555585552130797,0.719651068893609
"NXF3","NXF3",5.61062448867549,1.12397426499066,2.97647394477776,0.377619386510231,0.705713360896674,0.826054044924458
"NXF5","NXF5",4.79184894127,1.08566390200085,3.65733056311329,0.296845987330357,0.766584094184066,0.865401114174701
"NXN","NXN",54.5062417028092,1.36888073563087,1.32022633486334,1.03685307547858,0.29980433562313,0.490884004828184
"NXPE2","NXPE2",6.67056400854024,7.04692002329604,3.07394445713815,2.2924682347243,0.0218786385089387,0.0920383562625813
"NXPE3","NXPE3",148.511265903824,-0.310142911950476,0.673798436073031,-0.460290341067014,0.645307833239631,0.783351589357179
"NXT1","NXT1",559.674129149311,1.5361918263971,0.621802221518092,2.47054734324779,0.0134906460539632,0.0667209328946684
"NXT2","NXT2",114.290136365983,1.83589398165043,0.825108455926971,2.22503353160753,0.0260789872083417,0.103364675319958
"NYAP1","NYAP1",3.55933916169912,-4.47906871073395,2.84927569206358,-1.57200257006018,0.115949955181577,0.27140097216508
"NYNRIN","NYNRIN",674.678493881562,-2.05854944698003,0.691448814412359,-2.97715377345686,0.00290938045245427,0.0225688534410638
"OAF","OAF",49.6251193582859,0.659593141006526,0.777076752993847,0.848813374567324,0.395985146785092,0.586797264187344
"OARD1","OARD1",210.819333253344,-0.0330772824170571,0.522261459409171,-0.0633347183123125,0.949499970032344,0.972666834224578
"OAS1","OAS1",6172.82802850976,1.56192554911546,0.437740163319436,3.56815681995271,0.0003595013253471,0.00506096443523667
"OAS2","OAS2",898.526730597122,0.256793998428841,0.696185511723432,0.368858578790498,0.71223313893354,0.830161473785633
